doc_id,type,month.ended,text,month,article
891,main,9/30/2021,The Sharp U.S. Pivot to Asia Is Throwing Europe Off Balance,19,8910
892,main,9/30/2021,Thousands of Migrants Huddle in Squalid Conditions Under Texas Bridge,19,8920
893,main,9/30/2021,"First Tied to ISIS, Then to U.S.: Family in Drone Strike Is Tarnished Twice",19,8930
894,main,9/30/2021,Submarine Deal Gives Post-Brexit Britain Its Moment on the Global Stage,19,8940
895,main,9/30/2021,Jill Biden Is Chasing the President’s Most Elusive Campaign Promise: Unity,19,8950
896,main,9/30/2021,"Merkel’s Children: Living Legacies Called Angela, Angie and Sometimes Merkel",19,8960
897,main,9/30/2021,A Harsh New Reality for Afghan Women and Girls in Taliban-Run Schools,19,8970
898,main,9/30/2021,Appeals Panel Overturns Army Judge’s Ruling on Torture,19,8980
899,main,9/30/2021,Biden to Push Global Plan to Battle Covid as National Gaps Widen,19,8990
900,main,9/30/2021,"Climate, Covid and Biden’s Challenged Credibility Underline U.N.’s Big Week",19,9000
901,main,9/30/2021,"Democrats to Pair Spending Bill With Raising Debt Ceiling, Pressuring G.O.P.",19,9010
902,main,9/30/2021,"Macron Takes on U.S., a Big Gamble Even for a Bold Risk-Taker",19,9020
903,main,9/30/2021,"U.S. to Lift Pandemic Travel Restrictions, Easing Tension With Europe",19,9030
904,main,9/30/2021,"U.S. Troops Are Still Deploying to Iraq, Even as Afghan War Ends",19,9040
905,main,9/30/2021,A Botched Drone Strike in Kabul Started With the Wrong Car,19,9050
906,main,9/30/2021,"At U.N., Biden Calls for Diplomacy, Not Conflict, but Some Are Skeptical",19,9060
907,main,9/30/2021,"Pakistan Laments Cricket Matches Unplayed, and Blames Politics",19,9070
908,main,9/30/2021,"Taliban Complete Interim Government, Still Without Women",19,9080
909,main,9/30/2021,Biden Declared the War Over. But Wars Go On.,19,9090
910,main,9/30/2021,Germany’s Far Right Is Nowhere in the Election. But It’s ‘Here to Stay.’,19,9100
911,main,9/30/2021,House Passes Spending Bill and Debt Limit Increase Over G.O.P. Opposition,19,9110
912,main,9/30/2021,Afghan Uyghurs Fear Deportation as Taliban Cozy Up to China,19,9120
913,main,9/30/2021,"Boris Johnson Cuts a Colorful Swath in U.S., but to What End?",19,9130
914,main,9/30/2021,House approves $1 billion for the Iron Dome as Democrats feud over Israel.,19,9140
915,main,9/30/2021,"In Biden’s Foreign Policy, Friends and Foes Claim Echoes of Trump",19,9150
916,main,9/30/2021,New Taliban Guidelines Stir Fear About the Future of Press Freedom,19,9160
917,main,9/30/2021,A Dangerous Scramble to Evacuate Afghan Nonprofit Workers,19,9170
918,main,9/30/2021,A Nervy Trip to Kabul: How Ukraine Negotiated With the Taliban and Rescued 96 Afghans,19,9180
919,main,9/30/2021,Biden Condemns Border Patrol Treatment of Haitian Migrants as Expulsions Continue,19,9190
920,main,9/30/2021,"For India’s Military, a Juggling Act on Two Hostile Fronts",19,9200
921,main,9/30/2021,Pakistan Says U.N. Envoy of Old Afghan Government Should Vacate Seat,19,9210
922,main,9/30/2021,"Rebuking Biden, Iran’s Chief Diplomat Demands More Sanctions Relief",19,9220
923,main,9/30/2021,"Freed From Guantánamo, but Still in Limbo 15 Years Later",19,9230
924,main,9/30/2021,Intrigue Deepens at U.N. Over Myanmar and Afghanistan,19,9240
925,main,9/30/2021,"At Afghan Universities, Increasing Fear That Women Will Never Be Allowed Back",19,9250
926,main,9/30/2021,Republicans Are Mad at General Milley. Now It’s Their Turn to Grill Him.,19,9260
927,main,9/30/2021,"Republicans Block Government Funding, Refusing to Lift Debt Limit",19,9270
928,main,9/30/2021,Four Jagged Puzzle Pieces and a Few Weeks for Democrats to Assemble Them,19,9280
929,main,9/30/2021,"Amid Tensions With U.S., Erdogan Praises Ties With Russia",19,9290
930,main,9/30/2021,Defense Chief Says He Advised Against Staying in Afghanistan ‘Forever’,19,9300
931,main,9/30/2021,"Democrats Move to Avert Shutdown, but Divisions Imperil Biden’s Agenda",19,9310
932,main,9/30/2021,"In Week of Words, It Often Seemed Like the Divided Nations",19,9320
933,main,9/30/2021,Military Officials Say They Urged Biden Against Afghanistan Withdrawal,19,9330
934,main,9/30/2021,"Reduced to Rubble, an Afghan Village Struggles to Rebuild",19,9340
935,main,9/30/2021,"As Need in Afghanistan Grows Dire, Aid Groups Plead for Help",19,9350
936,main,9/30/2021,Biden Campaigned as the Anti-Trump. But a Clean Break Is Never Easy.,19,9360
937,print,3/31/2020,Table Is Set For a Pullout And Talks,1,9370
938,print,3/31/2020,"Will Truce Lead to Lasting Peace? For Trump, It May Not Matter",1,9380
939,print,3/31/2020,Two Weeks With Afghan Prisoners,1,9390
940,print,3/31/2020,U.S. and Taliban Sign Withdrawal Accord,1,9400
941,print,3/31/2020,First Stumble on Road To Peace Deal: Release Of Taliban Prisoners,1,9410
942,print,3/31/2020,A Mission Shift for Afghanistan,1,9420
943,print,3/31/2020,Why Afghanistan Became an Invisible War,1,9430
944,print,3/31/2020,"At the Center of the Taliban Deal, a U.S. Envoy Who Made It Personal",1,9440
945,print,3/31/2020,U.S. Troop Reduction Begins in Afghanistan,1,9450
946,print,3/31/2020,"Pursuing Exit, Trump Talks  To a Leader Of the Taliban",1,9460
947,print,3/31/2020,E.U. Tries to Tread Line In Greek-Turkish Clash On Admitting Migrants,1,9470
948,print,3/31/2020,Attacks on Afghans by Taliban Rise After Signing of Peace Deal,1,9480
949,print,3/31/2020,"U.S.-Taliban Deal May Give Pakistan a Weak, Pliable Neighbor",1,9490
950,print,3/31/2020,"International Court Allows Afghanistan War Crimes Case to Proceed, Angering U.S.",1,9500
951,print,3/31/2020,"Javier Pérez de Cuéllar, U.N. Chief  Behind Vital Peace Pacts, Dies at 100",1,9510
952,print,3/31/2020,India’s Treatment of Muslims Threatens Its Global Ambitions,1,9520
953,print,3/31/2020,Snipers Kill 32 Civilians at Kabul Event Attended by Opposition Leader,1,9530
954,print,3/31/2020,Ex-Spies Recruited in Push To Attack Liberal Groups,1,9540
955,print,3/31/2020,"In Greek Shift, Vigilante Teams Target Migrants",1,9550
956,print,3/31/2020,"In Greek Shift, Vigilante Teams Target Migrants",1,9560
957,print,3/31/2020,U.S. Lawmakers Balk Over Secret Benchmarks Within Taliban Peace Accord,1,9570
958,print,3/31/2020,Judge Orders Panel Review  Of Detainee Abused by U.S.,1,9580
959,print,3/31/2020,"Ghani Takes the Oath of Afghan President. His Chief Rival Does, Too.",1,9590
960,print,3/31/2020,"In a Reversal, Afghanistan’s Leader Agrees to a Phased Release of Taliban Fighters",1,9600
961,print,3/31/2020,House Votes to Claw Back Power to Use Force on Iran,1,9610
962,print,3/31/2020,A Scramble to Slow the Spread of Infection,1,9620
963,print,3/31/2020,E.U. Offering Migrants Cash to Leave Greece,1,9630
964,print,3/31/2020,White House Pushes for Return of Americans Being Held Hostage Overseas,1,9640
965,print,3/31/2020,Promotion Delayed for Colonel Involved in Niger Ambush,1,9650
966,print,3/31/2020,"Pakistan Builds Border Fence, Limiting Militants and Families Alike",1,9660
967,print,3/31/2020,Plan Would Inject $1 Trillion Into Economy  ,1,9670
968,print,3/31/2020,Hunter Given  Prison Term  Of 11 Months In Fraud Case,1,9680
969,print,3/31/2020,Americans Held in Iran And Lebanon Are Freed,1,9690
970,print,3/31/2020,U.S. Strengthens Its Warning on Travel,1,9700
971,print,3/31/2020,Unearthing Women’s Stories in the Face of a Grim Future,1,9710
972,print,3/31/2020,Taliban Hit Kills 24 Afghans At Police and Army Outpost,1,9720
973,print,3/31/2020,U.S. Troops’ Afghan Exit Ties Embassy’s Fate to a Fragile Peace Process,1,9730
974,print,3/31/2020,Pompeo Cuts $1 Billion in Afghan Aid as Bid for Unity Is Rebuffed,1,9740
975,print,3/31/2020,U.S. Aid Cut May Shove Afghanistan Closer to the Brink,1,9750
976,print,3/31/2020,"Ex-F.B.I. Agent Who Vanished in Iran Is Probably Dead, U.S. Says",1,9760
977,print,3/31/2020,Flowing Across Border  From a Virus Hot Spot,1,9770
978,print,3/31/2020,U.S. ‘Disaster Diplomacy’ Yields Few Results,1,9780
979,print,3/31/2020,Taliban Attacks Continue Despite Outbreak Threat,1,9790
980,print,3/31/2020,Lengthy War In the Sahel Strains France,1,9800
981,print,3/31/2020,Lengthy War In the Sahel Strains France,1,9810
982,print,3/31/2020,Congressman  To Deploy With Guard,1,9820
983,print,3/31/2020,"In Yet Another Crisis, Afghans Waive Rent and Make Masks",1,9830
984,print,4/30/2020,"As Numbers Sink In, New Reality Confronts A More Somber Trump",2,9840
985,print,4/30/2020,Pelosi Creating Bipartisan Panel to Oversee Trump’s Response to Crisis,2,9850
986,print,4/30/2020,Pakistani Court Overturns Conviction in 2002 Killing of American Journalist,2,9860
987,print,4/30/2020,Man Armed With Knife Kills 2 in French Town Under Lockdown,2,9870
988,print,4/30/2020,"Taliban Pulls Out of Talks as Prisoner Swap Collapses, Imperiling U.S. Deal",2,9880
989,print,4/30/2020,Inspector General Pick Casts Doubt on Powers Allowed of Congress,2,9890
990,print,4/30/2020,"In the Shabby Chic Towers in Kabul’s Heart, History Lives",2,9900
991,print,4/30/2020,"In a World of Migrant Workers, a World of Risk",2,9910
992,print,4/30/2020,Stigma Hampers Efforts To Fight the Virus in Iraq,2,9920
993,print,4/30/2020,"To Save Peace Deal With Taliban, U.S. May Reduce C.I.A. Presence in Afghanistan",2,9930
994,print,4/30/2020,U.S. Military Cuts Back On Medical Evacuation For Troops in Africa,2,9940
995,print,4/30/2020,"Dozens Fall Ill At the Palace Of the Leader, Officials Say",2,9950
996,print,4/30/2020,"Thrust Into Hardship, Humans Adapt and Cope in Remarkable Ways",2,9960
997,print,4/30/2020,"Trump’s Pen Halts Green Cards, but Leaves Loopholes",2,9970
998,print,4/30/2020,"Dozens of Daily Taliban Strikes Besiege Afghan Forces, Undermining Peace Accord",2,9980
999,print,4/30/2020,"For China’s Red Cross, It’s Hard To Put People Before the Party",2,9990
1000,print,4/30/2020,"Leaning on ‘Powerful’ and ‘Strong,’ Trump Has No Words for Grief",2,1000
1001,print,5/31/2020,"As Pandemic Takes Toll on Afghan Doctors, Hospitals Still Tend to War Wounded",3,1000
1002,print,5/31/2020,Afghans Say Iran Killed Dozens of Migrants,3,1000
1003,print,5/31/2020,"Juggling Votes, Deployment and a Baby",3,1000
1004,print,5/31/2020,In Harm’s Way,3,1000
1005,print,5/31/2020,Ex-Green Beret at Center  Of Failed Venezuela Plot,3,1000
1006,print,5/31/2020,Pentagon Tally of Civilians  U.S. Killed in 2019 Is 132,3,1000
1007,print,5/31/2020, Surprise Ruling: Latest Reversal In Flynn’s Life,3,1000
1008,print,5/31/2020,Biden’s Lessons  From Odd Days  Of Facing Palin,3,1000
1009,print,5/31/2020,"Prominent Retired General Joins Taliban, Stunning the Afghan Government",3,1000
1010,print,5/31/2020,Maternity Ward and Cemetery Assaults Kill Dozens in Afghanistan,3,1010
1011,print,5/31/2020,18 New Lives Born Into Carnage and Confusion,3,1010
1012,print,5/31/2020,"In Italy, Some Worry Pandemic Is a Get-Out-of-Jail Card for Mobsters",3,1010
1013,print,5/31/2020,"Gil Loescher, 75, a Survivor  Of a Suicide Bombing in Iraq Who Fought for the Refugees",3,1010
1014,print,5/31/2020,"Despite Surging Violence, U.S. Urges Afghanistan to Respect Peace Accord",3,1010
1015,print,5/31/2020,Afghans’ Power-Sharing Accord  Honors Official Accused in Rape,3,1010
1016,print,5/31/2020,"Afghan Rivals Divide Power, Ending Fight Over Election",3,1010
1017,print,5/31/2020,F.B.I. Finds Links Between Florida Military Base Attack and Al Qaeda,3,1010
1018,print,5/31/2020,Afghan Forces Bomb Clinic as Fight Against Taliban Engulfs Country,3,1010
1019,print,5/31/2020,G.O.P. Pins House Hopes on Profile That’s Lifted Democrats,3,1010
1020,print,5/31/2020,G.O.P. Pins House Hopes on Profile That’s Lifted Democrats,3,1020
1021,print,5/31/2020,Record Raids in Myanmar Point to Shifting Drug Trade,3,1020
1022,print,5/31/2020,Pushback on DeVos Debt Policy Puts Pressure on Trump,3,1020
1023,print,5/31/2020,"‘I Was Drugged and Raped,’ Heard in a Candidate’s #MeToo-Tinged Ad",3,1020
1024,print,5/31/2020,Family of Saudi Ex-Officer Who Is Hiding in Canada Became a Target at Home,3,1020
1025,print,5/31/2020,A Post-Watergate Reform  Under Pressure by Trump,3,1020
1026,print,5/31/2020,"For the First Time Since 2018, the Taliban Agree to a Cease-Fire With Afghan Forces",3,1020
1027,print,5/31/2020,Trump Stays Quiet on Toll As U.S. Nears a Milestone,3,1020
1028,print,5/31/2020,"Black Troops Fight at the Front, But Rarely Get Jobs at the Top",3,1020
1029,print,5/31/2020,"With Masks at Beaches, Nation Marks Muted Holiday",3,1020
1030,print,5/31/2020,‘It’s a Free-for-All’: Libya’s Slide Into Mercenary War,3,1030
1031,print,5/31/2020,"After 18 Years of War, Taliban Sense Victory Over a Superpower",3,1030
1032,print,5/31/2020,Inspector General Whom Trump Pulled From Overseeing Aid Will Leave Office,3,1030
1033,print,5/31/2020,Trump Wants Troops in Afghanistan Home by Election Day,3,1030
1034,print,5/31/2020,Promotion Pulled for Officer Over Niger Ambush,3,1030
1035,print,6/30/2020,"As Toll Preoccupies U.S., Rivals Test the Limits of American Power",4,1030
1036,print,6/30/2020,Former Commanders Denounce Trump’s Use of Military Forces Against Americans,4,1030
1037,print,6/30/2020,"In Phone Transcripts, the Kindling of a Kremlin-Fueled Fire",4,1030
1038,print,6/30/2020,Man Who Shot U.S. Advisers Is Set Free In Afghanistan,4,1030
1039,print,6/30/2020,Military Vets Break Silence On President,4,1030
1040,print,6/30/2020,"America’s Top General Takes a Walk With Trump, Right Into the Fire",4,1040
1041,print,6/30/2020,French Forces Kill a Top Leader of Al Qaeda in Africa,4,1040
1042,print,6/30/2020,Germany Feels Left Out As Trump Shifts Alliance,4,1040
1043,print,6/30/2020,Army Opens Inquiry Into Aerial Show of Force,4,1040
1044,print,6/30/2020,"Naming the Dead,  Even as the Audience  Slowly Dwindles",4,1040
1045,print,6/30/2020,Troops Shaken By War Tactics In City Streets,4,1040
1046,print,6/30/2020,A Losing Battle in the Military,4,1040
1047,print,6/30/2020,War Crimes Investigators Face Punishment by U.S.,4,1040
1048,print,6/30/2020,Trump to Address Cadets In Uneasy Commencement,4,1040
1049,print,6/30/2020,President Exaggerates His Own Record On Funding Pentagon and Ending Wars,4,1040
1050,print,6/30/2020,Former Defense Secretary Says ‘Time Has Come’ to Rename Bases,4,1050
1051,print,6/30/2020,"Sudanese Militia Leader, a Fugitive for 13 Years, Appears in Court",4,1050
1052,print,6/30/2020,Administration Sues to Delay Bolton’s Memoir,4,1050
1053,print,6/30/2020,Bolton’s Book Says Trump’s Offenses Exceeded Ukraine,4,1050
1054,print,6/30/2020,A Losing Battle in the Military,4,1050
1055,print,6/30/2020,Portrait of Man In It for Himself,4,1050
1056,print,6/30/2020,Lax Vetting Let A Saudi Trainee Shoot Up a Base,4,1050
1057,print,6/30/2020,"E.U. Leaders Press China on Trade Talks, With Scant Results",4,1050
1058,print,6/30/2020,"Census Bureau Adds Top-Level Political Posts, Raising Fears for 2020 Count",4,1050
1059,print,6/30/2020,‘It Was My Only Wish’: Muslims Share Grief as Hajj Is Canceled,4,1050
1060,print,6/30/2020,"U.S. Used Secret Weapon, Missile With Blades, to Kill Qaeda Leader in Syria",4,1060
1061,print,6/30/2020,"Russia Offered Afghans Bounty To Kill U.S. Troops, Officials Say",4,1060
1062,print,6/30/2020,"Despite Peace Deal, Violence in Afghanistan Surges",4,1060
1063,print,6/30/2020,"Closing Guantánamo May Be Politically Toxic, but Biden Remains on Board",4,1060
1064,print,6/30/2020,Biden Scolds Trump Over Report on Russian Bounties on U.S. Troops,4,1060
1065,print,6/30/2020,Cash Discovery Tipped Off Spies  About Bounties,4,1060
1066,print,6/30/2020,Afghan Car Bomb Dims Another Promising Light,4,1060
1067,print,6/30/2020,Trump Given Brief in February On Possible Russian Bounties ,4,1060
1068,print,6/30/2020,U.S. Officials Warn Russia Of China’s Nuclear Threat,4,1060
1069,print,6/30/2020,"Biden, in Blistering Speech, Says Trump ‘Surrendered’ to the Coronavirus",4,1060
1070,print,6/30/2020,‘Nightmare’ for Parents of Marine Slain Under Possible Russian Bounty,4,1070
1071,print,6/30/2020,Money Transfers Bolstered Belief in Russian Scheme,4,1070
1072,print,6/30/2020,U.S. Urges Indefinite Iran Embargo to No Avail,4,1070
1073,print,7/31/2020,"Afghan Contractor Gave Out Russian Cash, Officials Say",5,1070
1074,print,7/31/2020,"From Congress, Ex-Intelligence Briefer Presses White House on Bounty Reports",5,1070
1075,print,7/31/2020,Putin on Offense  As Trump Stands  On the Sidelines,5,1070
1076,print,7/31/2020,The White House Maintains Trump Knew Nothing of Russian Bounties,5,1070
1077,print,7/31/2020,Uproar Over Bounties Obscures Trump’s Progress in Exiting Afghanistan,5,1070
1078,print,7/31/2020,German Force  Fears Inroads  By Neo-Nazis,5,1070
1079,print,7/31/2020,"Administration Memo Focuses on Gaps, Not Core, of Bounty Intelligence",5,1070
1080,print,7/31/2020,"Russia Denies Paying U.S. Troop Bounties, but Offers No Condolences",5,1080
1081,print,7/31/2020,"How Biden, by Turns Genial and Blunt, Built Diplomatic Bridges",5,1080
1082,print,7/31/2020,Top General Says He’ll Be ‘Outraged’ if Bounties Are True,5,1080
1083,print,7/31/2020,Barrier Falls As a Woman Becomes A Green Beret,5,1080
1084,print,7/31/2020,Chechen Man Who Shed Light on Russian Contract Killings Is Murdered,5,1080
1085,print,7/31/2020,Suspicions About Russia’s Outreach to the Taliban Go Back Years,5,1080
1086,print,7/31/2020,White House Lawyer Delivers For Ex-Patrons in Gun Industry,5,1080
1087,print,7/31/2020,Taliban Stage Major Attack; Violence Intensifies in North,5,1080
1088,print,7/31/2020,U.S. Says Most of Beijing’s Claims in South China Sea Are Illegal,5,1080
1089,print,7/31/2020,A Blast. A Bounty Claim. A Battle With No End.,5,1080
1090,print,7/31/2020,"$174 Million Drone Program for Afghans Is Riddled With Problems, Pentagon Says",5,1090
1091,print,7/31/2020,"Father, Soldier, Son",5,1090
1092,print,7/31/2020,India Grants Afghan Hindus and Sikhs  Priority Visas to Escape Barrage of War,5,1090
1093,print,7/31/2020,Boat Sinks In Turkey; At Least 60 Are Dead,5,1090
1094,print,7/31/2020,"For Afghan Women, Fears That Hard-Won Progress Will Vanish",5,1090
1095,print,7/31/2020,G.O.P. Lawmakers Question Cheney on Her Leadership and Loyalty to Trump,5,1090
1096,print,7/31/2020,"At Local Bases and Overseas, the Military Is Struggling to Stem Infections",5,1090
1097,print,7/31/2020,Senate Rejects Ban on Transfer of Military-Grade Weaponry to Police,5,1090
1098,print,7/31/2020,"Two Neighborhoods: One Rich, One Poor. One Spared.",5,1090
1099,print,7/31/2020,Behind a Girl’s Gunfight With the Taliban: A Family Feud,5,1090
1100,print,7/31/2020,"Facts in Afghan Attacks Are Hazy, but It’s Clear Deaths Are Piling Up ",5,1100
1101,print,7/31/2020,Hawks Set China And U.S. on Path To Lasting Divide,5,1100
1102,print,7/31/2020,Female Guard Is Latest Target of Taliban Violence,5,1100
1103,print,7/31/2020,Democrats Are Investigating End of Ban on Silencer Sales,5,1100
1104,print,7/31/2020,Taliban-Afghan Peace Talks May Start After a Cease-Fire for a Muslim Festival,5,1100
1105,print,7/31/2020,Trump Says He and Putin Didn’t Talk About Bounties,5,1100
1106,print,7/31/2020,"U.S. Will Pull 12,000 Troops From Germany, Defense Chief Says",5,1100
1107,print,7/31/2020,An Anti-Tank Guided Missile  Strikes an Afghan Helicopter For the 2nd Time This Year,5,1100
1108,print,7/31/2020,Afghans’ Clash  With Pakistan Over Border  Kills 15 People,5,1100
1109,print,7/31/2020,Austin Driver Is Claiming Self-Defense In Shooting,5,1100
1110,print,7/31/2020,Trump Still Defers to Putin As He Dismisses Intelligence,5,1110
1111,print,8/31/2020,Plans for German ‘Day X’  Show Revival of Far Right  ,6,1110
1112,print,8/31/2020,"At Least 2 Die as ISIS Fighters Wage Gun Battle at Afghan Prison, Freeing Dozens",6,1110
1113,print,8/31/2020,29 Are Dead in 2-Day Islamic State Raid on Afghan Prison,6,1110
1114,print,8/31/2020,U.S. Withdrawal From Afghanistan Remains on Track,6,1110
1115,print,8/31/2020,A Public Warning Aimed at Russia Over U.S. Bounties,6,1110
1116,print,8/31/2020,Afghan Council Agrees to Release Taliban Prisoners,6,1110
1117,print,8/31/2020,"As Putin Rushes Vaccine, U.S. Experts Fear Pharmaceutical Manhood Contest",6,1110
1118,print,8/31/2020, U.S. Contractor Warned of Explosive Material in Beirut Years Ago,6,1110
1119,print,8/31/2020,Afghanistan to Investigate Film Of Mutilation of Taliban Bodies,6,1110
1120,print,8/31/2020,Pompeo Says He Warned Russia About Bounties for Killing Western Troops,6,1120
1121,print,8/31/2020,Afghan Poet Died With Epic and Nation at Loose Ends,6,1120
1122,print,8/31/2020,Biden Nominated by Democrats Far and Wide,6,1120
1123,print,8/31/2020,"Top G.O.P. Security Officials Back Biden, Calling Trump ‘Unfit to Lead’",6,1120
1124,print,8/31/2020,Taliban Tighten ‘Ring of Siege’ Around Afghan Capital,6,1120
1125,print,8/31/2020,Soccer Official Evades Arrest By Afghan Forces for Assault,6,1120
1126,print,8/31/2020,Africa Cheers As Wild Polio Is Eradicated,6,1120
1127,print,8/31/2020,Nearly 80 Are Killed as Flash Floods Ravage a City in Afghanistan,6,1120
1128,print,8/31/2020,Floods Compound Afghanistan’s Misery of Pandemic and Unrelenting War,6,1120
1129,print,8/31/2020,‘Unfinished Business’ In Trump Foreign Policy Gets Skimmed Over,6,1120
1130,print,8/31/2020,‘Your Actions Were Inhuman’: Christchurch Killer Gets Record Sentence,6,1130
1131,print,8/31/2020,"Biden, Addressing National Guard, Counters G.O.P. Convention Claims",6,1130
1132,print,8/31/2020,"9 Years Later, F.B.I. Agent Who Protested  Torture Gets to Tell Entire Story in Memoir",6,1130
1133,print,8/31/2020,Psychedelic Therapy In the Jungle Soothes The Pain for Veterans,6,1130
1134,print,8/31/2020,"Taliban Violated Peace Deal With Shelling of Bases, U.S. Officials Say",6,1130
1135,print,8/31/2020,"In Command: The Few, the Proud, the White",6,1130
1136,print,9/30/2020,U.S. Says Little as Military Tensions Flare Globally With Russia,7,1130
1137,print,9/30/2020,U.S. Says Little as Military Tensions Flare Globally With Russia,7,1130
1138,print,9/30/2020,Afghan Women Celebrate a Small Victory,7,1130
1139,print,9/30/2020,Afghan Talks Set to Begin  As Prisoner Swap Finishes,7,1130
1140,print,9/30/2020,Democrats See a Chance To Earn Military Votes,7,1140
1141,print,9/30/2020,Democrats See a Chance To Earn Military Votes,7,1140
1142,print,9/30/2020,"As Others Condemn Dissident’s Poisoning, Trump Just Wants to ‘Get Along’",7,1140
1143,print,9/30/2020,A Furor Erupts Over President And War Dead,7,1140
1144,print,9/30/2020,Trump Says Troops’ Paper Won’t Shutter After All,7,1140
1145,print,9/30/2020,"Trump’s Ex-Chief of Staff, at Center of Report on President’s Remarks, Keeps Silent",7,1140
1146,print,9/30/2020,"Far Beyond 2001, but Fearing Its Return",7,1140
1147,print,9/30/2020,Biden Journey On China Has A Hard Turn,7,1140
1148,print,9/30/2020,Lawyer and Partner: A Look at Legal Work by Harris’s Husband,7,1140
1149,print,9/30/2020,President Says Military Fuels War Industry. Pentagon Erupts.,7,1140
1150,print,9/30/2020,"Afghan Vice President, Staunch Taliban Foe, Survives Blast That Kills 10",7,1150
1151,print,9/30/2020,Arson Fire Destroys Most of Europe’s Largest Refugee Camp,7,1150
1152,print,9/30/2020,"U.S. to Reduce Troops in Iraq to 3,000, Helping to Fulfill a Goal on Overseas Cuts",7,1150
1153,print,9/30/2020,Afghanistan And Taliban Set to Begin Peace Talks,7,1150
1154,print,9/30/2020,A Squalid Refugee Camp. A Pandemic. Then Fires Compound the Misery.,7,1150
1155,print,9/30/2020,Veterans Fortify the Ranks of Militias That Align With Trump’s Views,7,1150
1156,print,9/30/2020,"Afghanistan Peace Talks Open, Seeking to End 40 Years of Bloodshed",7,1150
1157,print,9/30/2020,Mandela. Dalai Lama. Gorbachev. Now Trump?,7,1150
1158,print,9/30/2020,"Their Camp in Ashes, Refugees Fear It Will Be Rebuilt",7,1150
1159,print,9/30/2020,Saudi Strikes in Yemen Put U.S.  In Danger of War Crime Charges,7,1150
1160,print,9/30/2020,The United Nations Turns 75 Amid Calamity and Conflict,7,1160
1161,print,9/30/2020,Germany Takes Refugees From Greece After Fire,7,1160
1162,print,9/30/2020,Last-Second Deals Underscore Frailty of Afghan-Taliban Peace Talks,7,1160
1163,print,9/30/2020,Migrants Are Moved From Burned Camp to Temporary Site,7,1160
1164,print,9/30/2020,Migrant Fatigue Grips an Apathetic Europe,7,1160
1165,print,9/30/2020,Military Reinforcements To Be Deployed to Syria,7,1160
1166,print,9/30/2020,Out of the Cocoon and Into the Town Hall,7,1160
1167,print,9/30/2020,U.S. to Reimpose U.N. Sanctions on Iran Over Western Allies’ Objections,7,1160
1168,print,9/30/2020,Hard Choices Over Afghan Killer Cleared the Way for Peace Talks,7,1160
1169,print,9/30/2020,"Before Virtual U.N. Assembly, Trump Casts China as Villain in Pandemic",7,1160
1170,print,9/30/2020,E.U. Offers Members Cash in Plan for Migrants,7,1170
1171,print,9/30/2020,U.S. Kills Qaeda Leader With Secretive Missile,7,1170
1172,print,9/30/2020,Pentagon Leaders Worry Trump Will Drag Military Into Election,7,1170
1173,print,9/30/2020,"Bombing Survivor, Afghan Teen Persists in Dream of Education",7,1170
1174,print,9/30/2020,"Virus Closed Schools, and World’s Poorest Children Went to Work",7,1170
1175,print,9/30/2020,"In Proud Corners of Afghanistan, New Calls for Autonomy",7,1170
1176,print,10/31/2020,"Trump Is ‘Abetting Putin’s Efforts,’ McMaster Says",8,1170
1177,print,10/31/2020,"Bonded by Combat, Veterans Are Driven Apart by Political Rancor",8,1170
1178,print,10/31/2020,It Was Their Fathers’ War. They Aim to End It.,8,1170
1179,print,10/31/2020,‘Spin Doctor’ Obliged to Carry Out Boss’s Bidding Has Lost Credibility,8,1170
1180,print,10/31/2020,Protesters in Kyrgyzstan Seize Parliament and Free Prisoners,8,1180
1181,print,10/31/2020,‘They Want to Hug Me’: Trump Suggests That Gold Star Families May Have Infected Him,8,1180
1182,print,10/31/2020,"U.S. to Cut Troops in Afghanistan to 2,500",8,1180
1183,print,10/31/2020,"In Clash on Virus, Harris Puts Pence on the Defensive",8,1180
1184,print,10/31/2020,Rare Response to Accusations Afghan Boy Was Fatally Raped: Arrests,8,1180
1185,print,10/31/2020,President Lashes Out At His Aides With Calls To Indict Political Rivals,8,1180
1186,print,10/31/2020,"Trump Boasts of Withdrawing Troops, but Thousands Remain in Harm’s Way",8,1180
1187,print,10/31/2020,"In a Former Taliban Stronghold, Defiant Women Hit the Gym",8,1180
1188,print,10/31/2020,General Tempers White House Chatter on Paring Troops in Afghanistan,8,1180
1189,print,10/31/2020,Worshipful Fan of Trump  Was Faithful Until Death  ,8,1180
1190,print,10/31/2020,Trump’s New Push to Withdraw Troops Catches Pentagon Off Guard,8,1190
1191,print,10/31/2020,How a Former Taliban Commander Became the Face of Afghan Security,8,1190
1192,print,10/31/2020,When a Vigilante’s Call to Action Is Only a Facebook Post Away,8,1190
1193,print,10/31/2020,"Taliban Claims to Defeat Revered Female Warlord, Seizing Propaganda Win",8,1190
1194,print,10/31/2020,"Refugees Risked Lives Helping U.S. Military, But Nation Blocks Entry",8,1190
1195,print,10/31/2020,Allies Balk at U.S. Sanctions on Rights Lawyer,8,1190
1196,print,10/31/2020,Crisis Erases Farmers’ Income From a Reliable Crop: Hashish,8,1190
1197,print,10/31/2020,"As U.S. Diplomats Fell Sick, Washington Minimized the Danger",8,1190
