"","main_text","main_bing","main_nrc","main_afinn","print_text","print_bing","print_nrc","print_afinn"
"529","Iran Executes Dissident Accused of Stoking Protests",-2,-6,-4,"Iran Executes A Dissident It Says Fueled Unrest Online",-2,-5,NA
"530","Iran’s Foreign Minister, in Leaked Tape, Says Revolutionary Guards Set Policies",1,0,-1,"Iranian Diplomat Says Tehran’s Military Leaders Thwart Diplomacy",-1,2,-2
"531","Iraqi Detainee Reported Suffering Paralysis at Guantánamo",-1,-10,-2,"Detainee’s Reported Paralysis Prompts Guantánamo Judge To Order Emergency Report",-1,-5,-2
"532","ISIS Branch Poses Biggest Immediate Terrorist Threat to Evacuation in Kabul",-1,-8,-2,"ISIS Branch Poses Immediate Terror Threat to Mission at Kabul Airport",-2,-4,-5
"533","ISIS Poses ‘Acute’ Threat to U.S. Evacuation Efforts in Kabul, Sullivan Says",-1,-4,-2,"U.S. Sounds Alarm On the ‘Acute’ Threat ISIS Poses in Kabul",-2,-4,-4
"534","It Took a Century to Open a Mosque in Athens. Then Came the Pandemic.",NA,-4,NA,"Long-Awaited Mosque Briefly Opens as Restrictions Return",NA,-1,-1
"535","It’s Election Season in Germany. No Charisma, Please!",1,NA,NA,"In This German Campaign,  Winner So Far Is Boredom",0,2,4
"536","It’s Situation Normal for U.S. Diplomats in Kabul, Despite Taliban Gains",1,NA,2,"U.S. Embassy Operations Proceed in Afghan Capital",NA,NA,NA
"537","Javier Pérez de Cuéllar Dies at 100; U.N. Chief Brokered Peace Pacts",0,4,2,"Javier Pérez de Cuéllar, U.N. Chief  Behind Vital Peace Pacts, Dies at 100",0,5,2
"538","Jill Biden Is Chasing the President’s Most Elusive Campaign Promise: Unity",2,5,1,"First Lady Chases the President’s Most Elusive Campaign Promise: Unity",2,5,1
"539","Joanna Harcourt-Smith, 74, Dies; Lived a ‘Psychedelic Love Story’",0,3,3,"Joanna Harcourt-Smith Dies at 74;  Joined Leary in LSD-Fueled Affair",-1,2,NA
"540","Joe Biden Had Close Ties With Police Leaders. Will They Help Him Now?",NA,1,NA,"A Frayed Bond Between Biden And the Police",NA,-1,NA
"541","Joe Biden’s China Journey",NA,2,NA,"Biden Journey On China Has A Hard Turn",-1,2,-1
"542","Joe Biden’s Time in Sarah Palin’s Shadow",NA,1,NA,"Biden’s Lessons  From Odd Days  Of Facing Palin",-1,NA,-2
"543","John Kelly, at Center of Report on Trump Disparaging U.S. Soldiers, Keeps Silent",1,-3,-2,"Trump’s Ex-Chief of Staff, at Center of Report on President’s Remarks, Keeps Silent",1,2,NA
"544","Johnson, Inviting Battle, Prepares to Break Vow on Raising Taxes",-1,8,0,"Johnson, Inviting Battle, Prepares to Break Vow on Not Raising Taxes in Britain",-1,8,0
"545","Judge Orders Medical Panel to Evaluate Tortured Guantánamo Prisoner",-2,-3,-6,"Judge Orders Panel Review  Of Detainee Abused by U.S.",-1,-3,-3
"546","Julian Assange Is Denied Bail by U.K. Judge",-1,-2,-2,"Assange Bid to Be Released  On Bail Is Denied by Judge  Who Blocked His Extradition",-1,-2,-3
"547","Kabul’s Sudden Fall to Taliban Ends U.S. Era in Afghanistan",-1,-1,NA,"Taliban Capture Kabul, Stunning U.S. as a 20-Year Effort Unravels in Days",1,0,4
"548","Kamala Harris Pledges U.S. Help for Afghan Women and Children",NA,NA,NA,"Harris Promises U.S. Will Work With Allies to Help Afghan Women and Children",1,NA,1
"549","Key Afghan City in Danger of Falling to the Taliban",-2,-5,-3,"An Afghan Provincial Capital Is in Danger of Falling to the Taliban",-2,-5,-3
"550","Kyrgyzstan in Chaos After Protesters Seize Government Buildings",-1,-8,-4,"Protesters in Kyrgyzstan Seize Parliament and Free Prisoners",1,-1,-3
"551","Lawmakers Delay Promotion of Officer Involved in Deadly Niger Ambush",-3,-9,-1,"Promotion Delayed for Colonel Involved in Niger Ambush",-2,0,-1
"552","Lawmakers Rush to Help Afghans Seeking Visas for Helping the U.S.",1,NA,2,"American Lawmakers Rush to Provide Visas for Afghans Who Assisted U.S. Forces",NA,2,NA
"553","Lawmakers Unite in Bipartisan Fury Over Afghanistan Withdrawal",-1,-4,-3,"Hectic Departure Draws Criticism of President From Both Sides of Aisle",-2,-3,-2
"554","Leaning on Journalists and Targeting Sources, for 50 Years",NA,1,NA,"Power of the Press, in the Balance",NA,1,NA
"555","Liberals Grow Impatient With Biden’s Foreign Policy Decisions",-1,4,-2,"Two Months In, Liberals Grow Impatient With Biden’s Foreign Policy Actions",-1,4,-2
"556","Libya Cease-Fire Raises Hopes for Full Peace Deal",1,8,2,"Libya’s Top Factions Agree to Cease-Fire",1,3,1
"557","Life Inside an Afghan Women’s Prison",-1,-4,-2,"Two Weeks With Afghan Prisoners",NA,NA,-2
"558","Lone Wolves Connected Online: A History of Modern White Supremacy",1,1,NA,"White Supremacists Organized Early Online",NA,1,NA
"559","Longtime Pentagon Watchdog Stepping Down From Post",NA,2,NA,"Inspector General Whom Trump Pulled From Overseeing Aid Will Leave Office",1,2,-1
"560","Macron Takes on U.S., a Big Gamble Even for a Bold Risk-Taker",-1,-1,0,"Macron Takes a Big Risk By Battling With the U.S.",-1,-1,-2
"561","Mandela, Gorbachev, Trump? A Disruptive President Plays Peacemaker",0,3,-2,"Mandela. Dalai Lama. Gorbachev. Now Trump?",1,1,NA
"562","McCarthy Officially Backs Stefanik to Replace Cheney in House Leadership",NA,NA,NA,"McCarthy Endorses Bid to Replace Cheney",1,NA,2
"563","McMaster, Mostly Silent Until Now, Says Trump Is ‘Aiding and Abetting Putin’s Efforts’",2,2,NA,"Trump Is ‘Abetting Putin’s Efforts,’ McMaster Says",1,1,NA
"564","Measles Cases Bring Temporary Halt to Afghans’ Arrival in U.S.",NA,-3,NA,"Measles Cases Halt Afghan Refugee Flights Into the U.S.",NA,-5,NA
"565","Meet the House G.O.P. Freshmen Emerging as Some of the Party’s Sharpest Critics",0,NA,-2,"Newly Elected Republicans Embody Their Party’s Split In the Aftermath of a Riot",-1,-9,-2
"566","Merkel’s Children: Living Legacies Called Angela, Angie and Sometimes Merkel",NA,NA,NA,"Sea of Angelas Gives Thanks  To Chancellor",NA,2,NA
"567","Michèle Flournoy Again Finds Her Shot at the Top Pentagon Job Elusive",1,1,2,"A Name Often Floated, but Not Chosen, In Discussions on Leading the Pentagon",1,2,NA
"568","Militants Attack Afghan Prison as Brief Cease-Fire Expires",-2,-8,-5,"At Least 2 Die as ISIS Fighters Wage Gun Battle at Afghan Prison, Freeing Dozens",-2,-12,-7
"569","Military Analysis Raises Questions About Deadly Drone Strike in Kabul",-2,-9,-1,"Military Analysis Raises Questions About Deadly Drone Strike in Kabul",-2,-9,-1
"570","Military Officials Say They Urged Biden Against Afghanistan Withdrawal",NA,-1,-3,"Military Advised Biden to Extend Afghan Presence",NA,2,1
"571","Military Ramps Up Evacuations From Kabul, but Bottlenecks Persist",NA,-1,NA,"U.S. Military Is Scrambling  To Exit Kabul Within 7 Days",-1,-2,NA
"572","Milley, America’s Top General, Walks Into a Political Battle",1,1,1,"America’s Top General Takes a Walk With Trump, Right Into the Fire",2,3,0
"573","Miscue After Miscue, U.S. Exit Plan Unravels",NA,1,NA,"Miscue After Miscue, Exit Plan Unravels",NA,1,NA
"574","More U.S. Troops Will Leave Afghanistan Before the Election, Trump Says",1,0,-1,"U.S. Withdrawal From Afghanistan Remains on Track",NA,0,-3
"575","Motorist Who Shot a Protester in Austin Claims Self-Defense",NA,-3,NA,"Austin Driver Is Claiming Self-Defense In Shooting",NA,-3,NA
"576","Much Changed World, Same Joe Biden Seeking to Undo What Trump Has Done",1,0,NA,"Biden Nominated by Democrats Far and Wide",NA,NA,NA
"577","Muslim Americans’ ‘Seismic Change’",NA,-1,NA,"Muslim. American.",NA,NA,NA
"578","Myanmar’s Bloodshed Reveals a World That Has Changed, and Hasn’t",-1,-4,NA,"Bloodshed Reveals a World  That’s Changed, and Hasn’t",-1,-4,NA
"579","NATO Chief Backs Biden, Saying Europe Was Consulted on Afghanistan",NA,NA,NA,"Head of NATO: U.S. Allies Were Consulted on Pullout",NA,NA,NA
"580","NATO Confirms Its Troop Withdrawal From Afghanistan",NA,NA,-3,"NATO Pledges an ‘Orderly, Coordinated and Deliberate’ Exit by Its Troops",1,2,NA
"581","Navy Warship’s Secret Mission Off West Africa Aims to Help Punish Venezuela",-1,-1,-2,"Warship Off Africa Is Part of Push Against Venezuela",NA,NA,NA
"582","Nearly 80 Killed as Flash Floods Ravage City in Afghanistan",-2,NA,-3,"Nearly 80 Are Killed as Flash Floods Ravage a City in Afghanistan",-2,NA,-3
"583","New Administration Memo Seeks to Foster Doubts About Suspected Russian Bounties",-1,NA,-2,"Administration Memo Focuses on Gaps, Not Core, of Bounty Intelligence",1,7,NA
"584","New Israeli Leader Backs Hard Line on Iran but Softer Tone With U.S.",0,2,-1,"Israeli Leader Supports Hard Line on Iranians",0,2,1
"585","New Taliban Guidelines Stir Fear About the Future of Press Freedom",0,0,0,"‘Spine-Chilling’ New Rules  For Media in Afghanistan",NA,-1,-1
"586","New Warnings of Violence as Security Tightens for Inauguration",NA,0,-6,"Officials Screening Fliers To Harden Capital’s Shield",-1,NA,NA
"587","New Zealand Gives Christchurch Killer a Record Sentence",-1,-4,-2,"‘Your Actions Were Inhuman’: Christchurch Killer Gets Record Sentence",-2,-9,-2
"588","Nikolai Antoshkin, Who Helped Halt Chernobyl Disaster, Dies at 78",-1,-4,-2,"Nikolai Antoshkin, 78, General  Who Led Firefight at Chernobyl",1,NA,NA
"589","Nobel Peace Prize: A Growing List of Questionable Choices",1,2,1,"Some Peace Prize Picks  Can Be Second-Guessed",2,4,2
"590","North Korea Restarted Plutonium-Producing Reactor, U.N. Agency Warns",NA,1,-2,"Reactor Active In North Korea, Agency Warns",NA,NA,-1
"591","Number of Journalists Killed for Their Reporting Doubled in 2020",-1,NA,-3,"Number of Journalists Killed  For Reporting Doubled in ’20",-1,NA,-3
"592","Officials Push U.S.-China Relations Toward Point of No Return",NA,NA,NA,"Hawks Set China And U.S. on Path To Lasting Divide",NA,NA,NA
"593","Officials Try to Sway Biden Using Intelligence on Potential for Taliban Takeover of Afghanistan",1,2,NA,"Some Officials Advise Against Afghan Pullout",NA,2,NA
"594","On Afghanistan, G.O.P. Assails the Pullout It Had Supported Under Trump",2,2,2,"G.O.P. Assails Pullout It Had Supported Under Trump",2,2,2
"595","On Afghanistan’s Front Line, There Are No Good Choices",NA,NA,NA,"Left Stranded and Scared in Fight for Kandahar",-1,-4,-3
"596","On the Front Line: A Night With Afghan Commandos",NA,NA,NA,"To Rattle Taliban in Helmand,  Afghans Rely on an Elite Unit",0,4,NA
"597","On the Front Lines of Diplomacy, but at the Back of the Line for a Vaccine",NA,3,NA,"U.S. Diplomats Desperate for Vaccines and Dismayed by the Government",-2,-3,-5
"598","Once in Thrall of ‘the Generals,’ Congress Now Gives the Orders on Military Issues",-1,-1,NA,"Congress, Once in Thrall Of ‘the Generals,’ Gives  The Military Orders Now",NA,-1,NA
"599","Outcry in France After Police Clear Paris Migrant Camp",-1,-1,-2,"‘I Was Stunned’: Outcry as Paris Police Dispel Migrant Camp",0,-4,-4
"600","Pakistan and India Renew Pledge on Cease-Fire at Troubled Border",-1,2,-4,"Pakistan  And India Renew Vow In Cease-Fire",NA,3,-2
"601","Pakistan Builds Border Fence, Limiting Militants and Families Alike",NA,NA,NA,"Pakistan Builds Border Fence, Limiting Militants and Families Alike",NA,NA,NA
"602","Pakistan Laments Cricket Matches Unplayed, and Blames Politics",NA,-1,-2,"Pakistan Unhappy as 2 Nations Cancel Visits at Last Minute ",-1,-6,-3
"603","Pakistan Says U.N. Envoy of Old Afghan Government Should Vacate Seat",NA,-2,NA,"Who Will Speak for Afghanistan at U.N. Event?",NA,NA,NA
"604","Pakistani Court Overturns Conviction in 2002 Killing of Daniel Pearl",-1,-6,-3,"Pakistani Court Overturns Conviction in 2002 Killing of American Journalist",-1,-5,-3
"605","Pandemic Collides With Europe’s Migrant Crisis to Set Off a Calamity in Greece",-2,-5,-4,"A Squalid Refugee Camp. A Pandemic. Then Fires Compound the Misery.",-1,-9,-2
"606","Pandemic Lockdowns Aided Predators Worldwide, Especially Online, U.S. Says",NA,-3,NA,"Pandemic Lockdowns Fueled Predators Worldwide, Especially Online, U.S. Says",NA,-3,NA
"607","Part Victory Lap, Part Sales Job: Biden to Address Joint Session of Congress",1,5,NA,"Biden to List Victories And Pitch Objectives",NA,NA,NA
"608","Passed Over 3 Times, a Black Marine Colonel Is Being Promoted to General",NA,3,1,"Black Colonel, Denied Promotion 3 Times, Is Poised to Shatter a Barrier",-1,-4,-6
"609","Penelope Laingen, 89, Dies; Her Yellow Ribbon Rallied Americans",-1,2,NA,"Penelope Laingen, Whose Ribbon Tied a Nation Together, Dies at 89",-1,3,NA
"610","Pentagon Accelerates Withdrawal From Afghanistan",NA,NA,-3,"Pentagon Speeds Afghanistan Exit  Despite Worries",-1,NA,NA
"611","Pentagon acknowledges Aug. 29 drone strike in Afghanistan was a tragic mistake that killed 10 civilians.",-4,-6,-8,"Drone Attack Was a Mistake, Pentagon Says",-2,-6,-3
"612","Pentagon Begins Independent Inquiry Into Special Ops and War Crimes",NA,2,-2,"Pentagon To Review  Elite Units On Missions",1,4,NA
"613","Pentagon Chief Visits Somalia Ahead of Expected Troop Cuts",NA,2,-1,"Ahead of Expected Cuts In Troops, Pentagon Chief Makes a Visit to Somalia",NA,3,-1
"614","Pentagon Defends Deadly Drone Strike in Kabul",-2,-8,-1,"Pentagon Defends Kabul Drone Strike After Investigation Casts Doubts on Account",-2,-1,-2
"615","Pentagon Leaders Wary of Working With Taliban",-1,-1,NA,"Pentagon Leaders Wary of Working With Taliban: ‘This Is a Ruthless Group’",-2,-5,NA
"616","Pentagon Moves to Block Exam of Tortured Guantánamo Prisoner",-2,-5,-7,"Army Secretary Changes Rules to Halt Health Review of Guantánamo Prisoner",-1,-5,-2
"617","Pentagon Ordered National Guard Helicopters’ Aggressive Response in D.C.",-1,-2,-2,"Army Opens Inquiry Into Aerial Show of Force",NA,-1,NA
"618","Pentagon Seeks Carrier Deployment as It Exits Afghanistan, in Sign It’s Readying for a Fight",NA,-3,-1,"Pentagon Asks for a Carrier to Shield Its Afghan Exit",NA,NA,NA
"619","Pentagon Seeks to Soften Blow of U.S. Withdrawal From Afghanistan",-1,NA,-3,"With Subtle Changes, U.S. Softens Blow of Its Withdrawal From Afghanistan",-1,NA,-3
"620","Pentagon Struggles to Wean Afghan Military Off American Air Support",0,-1,0,"Pentagon Struggles to Wean Afghan Military From Dependency on U.S. Air Power",-1,-2,-2
"621","Pentagon Weighs Proposal to Send Dozens of Troops Back to Somalia",NA,NA,NA,"Pentagon Develops Proposal to Send Dozens of Troops Back to Somalia",NA,NA,NA
"622","Pentagon Weighs Sharp Drawback in Support for C.I.A.",1,-1,2,"Administration Considers Paring Military Support for C.I.A.",1,-1,2
"623","Police Move Migrants From Greek Camp to Temporary Lesbos Site After Fires",NA,1,NA,"Migrants Are Moved From Burned Camp to Temporary Site",-1,NA,NA
"624","Police Shrugged Off the Proud Boys, Until They Attacked the Capitol",1,5,1,"Proud Boys Got Bigger as Police Looked Away",1,5,2
"625","Pompeo Cuts $1 Billion in Afghan Aid as 2 Leaders Reject Push for Unity",0,-1,-2,"Pompeo Cuts $1 Billion in Afghan Aid as Bid for Unity Is Rebuffed",1,3,-1
"626","Pompeo Says He and Military Warned Russia on Bounties for Killing U.S. Troops",-2,-4,-5,"Pompeo Says He Warned Russia About Bounties for Killing Western Troops",-2,-3,-5
"627","Pompeo Says Iran Is New Base for Al Qaeda, but Offers Little Proof",NA,2,NA,"Exiting, Pompeo Claims Iran Is New Qaeda Base, But Produces No Evidence",NA,1,NA
"628","Pompeo Warned Russia Against Bounties on U.S. Troops in Afghanistan",-1,1,-2,"A Public Warning Aimed at Russia Over U.S. Bounties",-1,1,-3
"629","Pompeo, Who Led Trump’s Mission at State Dept., Leaves With a Dubious Legacy",0,-1,-2,"As Pompeo Exits State Dept., His Turbulent Tenure Leaves Dubious Legacy for the U.S.",-2,-3,-2
"630","Pope Criticizes Western Intervention in Afghanistan",NA,0,-2,"Pope Criticizes Western Intervention in Afghanistan and Messy Exit",-1,-2,-2
"631","Prince Philip Is Laid to Rest in a Somber 50-Minute Ceremony",-1,3,-2,"Prince Philip Is Laid to Rest in an Intimate Ceremony Rich in Tradition",2,9,2
"632","Promotions for Female Generals Were Delayed Over Fears of Trump’s Reaction",-2,-1,-1,"Pentagon to End Delay On Elevating 2 Women To 4-Star Commands",-1,-1,-1
"633","Pushing QAnon and Stolen Election Lies, Flynn Re-emerges",-2,-2,-2,"Flynn Is Back, Selling Anger And T-Shirts",-1,-2,-3
"634","Putin Takes Shot at West, but Says He’ll Work to ‘Normalize’ Afghanistan",NA,-3,NA,"Putin Takes Shot at the West, but Says He’ll Work to ‘Normalize’ Afghanistan",NA,-3,NA
"635","Quandary at U.N.: Who Speaks for Myanmar and Afghanistan?",-1,-3,NA,"Quandary at U.N.: Who Gets to Speak for Myanmar and Afghanistan?",-1,-3,NA
"636","Raids Reveal Massive Fentanyl Production in Myanmar",NA,2,NA,"Record Raids in Myanmar Point to Shifting Drug Trade",NA,1,NA
"637","Rare Pentagon Mission: Armed Troops in Capital",NA,-2,NA,"Rare Pentagon Mission:  Armed Troops in Capital",NA,-2,NA
"638","Read the Full Transcript of President Biden’s Remarks on Afghanistan",NA,3,NA,"Full Transcript of Biden’s Speech on Afghanistan",NA,2,NA
"639","Rebel Poet’s Death Leaves 40 Years of Epic Afghan Work Unfinished",-2,-6,-2,"Afghan Poet Died With Epic and Nation at Loose Ends",-2,2,-6
"640","Rebuking Biden, Iran’s Chief Diplomat Demands More Sanctions Relief",1,1,-1,"Rebuking Biden, Iran’s Chief Diplomat Demands More Sanctions Relief",1,1,-1
"641","Reduced to Rubble, an Afghan Village Struggles to Rebuild",-1,-3,-2,"Reduced to Rubble, a Village Struggles to Rebuild",-1,-3,-2
"642","Refugee Who Set Herself on Fire in Greece Is Charged With Arson",NA,-5,-5,"Refugee Who Set Herself on Fire in Greece Is Charged With Arson",NA,-5,-5
"643","Refugees Who Assisted the U.S. Military Find the Door to America Slammed Shut",NA,-1,NA,"Refugees Risked Lives Helping U.S. Military, But Nation Blocks Entry",1,0,1
"644","Relief, and Worry, for Arrivals From Afghanistan",0,-1,-3,"Both Relief and Worry As Afghans Reach U.S.",0,-1,-2
"645","Remote C.I.A. Base in the Sahara Steadily Grows",NA,1,NA,"C.I.A. Surveils Extremists From Growing Saharan Base",-1,1,1
"646","Republicans Are Mad at General Milley. Now It’s Their Turn to Grill Him.",-1,-5,-3,"In Afghanistan Hearing, Milley Back in the Center of a Political Battle",NA,-2,-1
"647","Republicans Block Government Funding, Refusing to Lift Debt Limit",-3,-4,-5,"Fiscal Stalemate As G.O.P. Blocks A Spending Bill",-1,-2,-1
"648","Republicans Heap Criticism on Liz Cheney, Calling Her Disloyal to Trump",-1,-2,-2,"G.O.P. Lawmakers Question Cheney on Her Leadership and Loyalty to Trump",2,4,3
"649","Republicans, Wary of Political Fallout, Steer Clear of Rally for Riot Suspects",-2,-4,-3,"Republicans Steer Clear of Rally With Riot Ties",NA,-3,-2
"650","Restoration of Kabul’s Closed Airport Begins as Some Afghan Aid Resumes",NA,2,NA,"Salvaging of Kabul’s Airport Begins as Some Foreign Aid Resumes",NA,1,NA
"651","Reversing Trump, Biden Repeals Sanctions on Human Rights Prosecutor",1,1,NA,"Sanctions Put on I.C.C. Prosecutor Are Revoked",NA,NA,NA
"652","Rise in Virus Cases Near Bases in U.S. and Abroad Poses Test for Military",-1,-2,NA,"At Local Bases and Overseas, the Military Is Struggling to Stem Infections",-2,-1,-2
"653","Robert Fisk, Intrepid War Correspondent, Dies at 74",-1,-1,-2,"Robert Fisk, 74, Journalist  Who Chronicled the Unrest In the Mideast and Beyond",-1,-1,NA
"654","Robert Gates Calls to Replace Base Names From ‘Dark Side of Our History’",-1,1,NA,"Former Defense Secretary Says ‘Time Has Come’ to Rename Bases",NA,1,NA
"655","Rushed Evacuation in Kabul Highlights Disconnect in Washington",NA,-3,NA,"Diplomats’ Rosy Hopes Vanish in Grim Reality Of a Dash for the Exit",0,-2,2
"656","Russia Denies Paying Bounties, but Some Say the U.S. Had It Coming",-1,1,-2,"Russia Denies Paying U.S. Troop Bounties, but Offers No Condolences",-1,NA,-2
"657","Russia Secretly Offered Afghan Militants Bounties to Kill U.S. Troops, Intelligence Says",0,-1,-3,"Russia Offered Afghans Bounty To Kill U.S. Troops, Officials Say",-1,1,-3
"658","Russian Spy Team Left Traces That Bolstered C.I.A.’s Bounty Judgment",NA,6,NA,"C.I.A. Found Evidence  On Russia Bounty Claim",NA,7,NA
"659","Russian Spy Unit Investigated for Links to Bulgarian Explosions",NA,NA,NA,"Russian Spies Suspected  In Bulgarian Explosions",NA,NA,-1
"660","Ruth Bader Ginsburg Dies: This Week in the 2020 Race",-1,1,NA,"Out of the Cocoon and Into the Town Hall",NA,NA,NA
"661","Ruth Pearl, Mother of Murdered Reporter Daniel Pearl, Dies at 85",-1,5,NA,"Ruth Pearl, 85, Mother Of Murdered Journalist",NA,4,NA
"662","Security in Afghanistan Is Decaying, U.S. General Says as Forces Leave",NA,-1,-1,"U.S. General Warns of Civil War Gripping Afghanistan After Exit",NA,-1,-4
"663","See How Rich Countries Got to the Front of the Vaccine Line",1,1,2,"How Rich Countries Took Over the Front of the Line for Covid Shots",1,NA,2
"664","Seeking Global Recognition, Taliban Take a New Approach: Making Nice",1,NA,3,"Seeking Global Recognition, Taliban Take New Approach: Making Nice",1,NA,3
"665","Seizing the Presidency to Suit His Own Needs",NA,NA,NA,"Portrait of Man In It for Himself",NA,NA,NA
"666","Selling Fruit Where the Taliban Stalk the Streets",NA,-2,NA,"Afghan City Feels Taliban Tighten Vise",NA,-1,NA
"667","Senate Confirms Austin, Installing First Black Defense Secretary",NA,1,NA,"Senate Confirms Austin, Installing the First Black Defense Secretary",NA,1,NA
"668","Senate Kills Broad Curbs on Military Gear for Police, Thwarting Push to Demilitarize",-1,2,-5,"Senate Rejects Ban on Transfer of Military-Grade Weaponry to Police",-1,-4,-3
"669","Senate Sends Military Bill to Trump’s Desk, Spurning His Veto Threat",-1,-5,-2,"Senate Sends Veto-Proof Military Bill To President",NA,1,NA
"670","Series of U.S. Actions Left Afghan Allies Frantic, Stranded and Eager to Get Out",0,4,1,"Promises Go Unmet for Afghans Who Risked Their Lives for U.S.",1,NA,1
"671","Serving in a Twenty-Year War",NA,-2,-2,"Mission ‘Unfinished’",-1,-1,NA
"672","She Escaped Pakistan. Now Her Father Has Been Thrown Into Jail.",NA,-3,NA,"After an Activist’s Escape,  Pakistan Jails Her Father",NA,1,-1
"673","She Killed an American in 2012. Why Was She Freed in the Taliban Deal?",0,5,-3,"In Taliban Deal, Divide Over Release of a Killer",-1,5,NA
"674","She’s Green. She’s Young. And She Wants to Change Germany.",NA,2,NA,"She’s Young, She’s Green and She Wants to Change Germany",NA,2,NA
"675","Shifting to Governing, Taliban Will Name Supreme Afghan Leader",1,3,NA,"Economy in Free Fall  Is but One Challenge",0,-4,0
"676","Showdown Over Omar’s Comments Exposes Sharp Divisions Among Democrats",0,NA,-1,"Omar Comments Spur Democratic Infighting On Human Atrocities",-1,-1,NA
"677","Sidelined on Jan. 6, Walker Has Top Job Securing Capitol Against a Repeat",1,4,2,"House Security Chief Vows No Jan. 6 Repeat",NA,NA,NA
"678","Slotkin, Former Intelligence Briefer, Presses White House on Russia Reports",1,2,NA,"From Congress, Ex-Intelligence Briefer Presses White House on Bounty Reports",1,6,NA
"679","Sluggish Visa Process Strands Thousands of Afghans Who Worked for U.S.",-1,-2,-2,"Sluggish Visa System Delays Evacuating Afghans Who Worked for U.S.",-2,-1,-2
"680","Somalia Worries That a U.S. Withdrawal Will Be Disastrous",-2,-4,-6,"Somalia Worries U.S. Pullout Could Lead to Disaster ",-1,-3,-2
"681","Spies and Commandos Warned Months Ago of Russian Bounties on U.S. Troops",-1,1,-2,"Cash Discovery Tipped Off Spies  About Bounties",NA,3,NA
"682","Spy Agencies Seek New Afghan Allies as U.S. Withdraws",NA,1,NA,"Western Spy Agencies Court New Afghan Allies",NA,-1,NA
"683","State Dept. Offers Potential Refugee Status to More Afghans Who Worked With U.S.",NA,0,NA,"State Dept. Offers Refugee Status to Afghans Who Helped News Outlets",1,0,NA
"684","Stay or Go? Biden, Long a Critic of Afghan Deployments, Faces a Deadline",-1,-1,-2,"Test for Biden: Can U.S. Exit Afghanistan?",NA,NA,NA
"685","Stigma Hampers Iraqi Efforts to Fight the Coronavirus",-1,-8,-1,"Stigma Hampers Efforts To Fight the Virus in Iraq",-2,-9,-1
"686","Stranded in Kabul: A U.S. Resident Runs Out of Options",NA,0,NA,"Stranded in Kabul: A U.S. Resident Runs Out of Options",NA,0,NA
"687","String of Attacks Have People in Kabul Pointing a Finger, at the Government",-1,-2,-1,"Attacks in Kabul Have Afghans Pointing a Finger at Their Government",-1,-2,-1
"688","Strong Turnout in Myanmar Shows Voters’ Support for Nascent Democracy",2,2,4,"Voters Throng Polls In Myanmar Elections",NA,NA,NA
"689","Struggle for Control of Afghanistan Comes to K Street",-1,-4,-2,"Anti-Taliban Leader in Afghanistan Hires Lobbyist to Seek Military and Financial Help in the U.S.",NA,1,-1
"690","Submarine Deal Gives Post-Brexit Britain Its Moment on the Global Stage",NA,5,NA,"Britain Returns to Global Stage As Broker in U.S.-Australia Deal",NA,5,NA
"691","Suhaila Siddiq, Afghanistan’s First Female General, Is Dead",-1,NA,-3,"Suhaila Siddiq, General  And Doctor in Afghanistan",NA,2,NA
"692","Suicide Bombers in Kabul Kill Dozens, Including 13 U.S. Troops",-2,-6,-5,"U.S. Troops Among Dozens Dead in Blasts As Biden Vows, ‘We Will Hunt You Down’",-1,NA,-3
"693","Supreme Court Won’t Hear Case on Limiting Military Draft to Men",1,0,NA,"Supreme Court Will Not Hear Case on Military Draft",1,0,NA
"694","Suspicions of Russian Bounties Were Bolstered by Data on Financial Transfers",-1,NA,NA,"Money Transfers Bolstered Belief in Russian Scheme",NA,3,NA
"695","Swing-District Democrats, Defying Predictions, Poised to Help Keep House",1,NA,-2,"Red-District Democrats, Defying Predictions, Poised to Keep House Seats",1,NA,-2
"696","Taliban Advances in Afghanistan Could Bring Political Peril for Biden",-1,-2,-2,"Leaving a ‘Forever War’  Could Backfire on Biden",NA,-2,-2
"697","Taliban and U.S. Strike Deal to Withdraw American Troops From Afghanistan",-1,1,-1,"U.S. and Taliban Sign Withdrawal Accord",NA,2,-3
"698","Taliban Announce Brief Cease-Fire, as Afghan Peace Talks Look Imminent",1,3,0,"Taliban-Afghan Peace Talks May Start After a Cease-Fire for a Muslim Festival",1,8,0
"699","Taliban Appoint Stalwarts to Top Government Posts",1,1,2,"Taliban Officials  From Old Regime  Assume Key Posts",NA,NA,NA
"700","Taliban Attack a Provincial Capital in Afghanistan’s North, Freeing Prisoners",-1,-3,-3,"Taliban Keep Up March Into North Afghanistan And Release Prisoners",NA,1,-2
"701","Taliban Attack Afghanistan Amid Growing Coronavirus Threat",-2,-6,-2,"Taliban Attacks Continue Despite Outbreak Threat",-3,0,-3
"702","Taliban Capture Strategic Cities as Biden Speeds Troop Deployment to Afghanistan",NA,0,NA,"Free Fall in Afghanistan Prompts U.S. to Deploy Another 1,000 Soldiers",0,-2,1
"703","Taliban Claim Control Over Panjshir Valley, but Resistance Vows to Fight On",-1,-5,-1,"Taliban Claim to Control Panjshir Valley, Last Hold of Afghan Resistance",-1,-2,NA
"704","Taliban Claim Responsibility for Major Attack in Afghan Capital",-1,-2,-1,"Taliban Claim Responsibility For Attack In Kabul",-1,-3,-1
