doc_id,date,main,print
614,9/13/2021,Pentagon Defends Deadly Drone Strike in Kabul,Pentagon Defends Kabul Drone Strike After Investigation Casts Doubts on Account
615,9/1/2021,Pentagon Leaders Wary of Working With Taliban,Pentagon Leaders Wary of Working With Taliban: ‘This Is a Ruthless Group’
616,1/16/2021,Pentagon Moves to Block Exam of Tortured Guantánamo Prisoner,Army Secretary Changes Rules to Halt Health Review of Guantánamo Prisoner
617,6/6/2020,Pentagon Ordered National Guard Helicopters’ Aggressive Response in D.C.,Army Opens Inquiry Into Aerial Show of Force
618,4/21/2021,"Pentagon Seeks Carrier Deployment as It Exits Afghanistan, in Sign It’s Readying for a Fight",Pentagon Asks for a Carrier to Shield Its Afghan Exit
619,7/4/2021,Pentagon Seeks to Soften Blow of U.S. Withdrawal From Afghanistan,"With Subtle Changes, U.S. Softens Blow of Its Withdrawal From Afghanistan"
620,5/6/2021,Pentagon Struggles to Wean Afghan Military Off American Air Support,Pentagon Struggles to Wean Afghan Military From Dependency on U.S. Air Power
621,6/15/2021,Pentagon Weighs Proposal to Send Dozens of Troops Back to Somalia,Pentagon Develops Proposal to Send Dozens of Troops Back to Somalia
622,12/10/2020,Pentagon Weighs Sharp Drawback in Support for C.I.A.,Administration Considers Paring Military Support for C.I.A.
623,9/17/2020,Police Move Migrants From Greek Camp to Temporary Lesbos Site After Fires,Migrants Are Moved From Burned Camp to Temporary Site
624,3/14/2021,"Police Shrugged Off the Proud Boys, Until They Attacked the Capitol",Proud Boys Got Bigger as Police Looked Away
625,3/23/2020,Pompeo Cuts $1 Billion in Afghan Aid as 2 Leaders Reject Push for Unity,Pompeo Cuts $1 Billion in Afghan Aid as Bid for Unity Is Rebuffed
626,8/13/2020,Pompeo Says He and Military Warned Russia on Bounties for Killing U.S. Troops,Pompeo Says He Warned Russia About Bounties for Killing Western Troops
627,1/12/2021,"Pompeo Says Iran Is New Base for Al Qaeda, but Offers Little Proof","Exiting, Pompeo Claims Iran Is New Qaeda Base, But Produces No Evidence"
628,8/7/2020,Pompeo Warned Russia Against Bounties on U.S. Troops in Afghanistan,A Public Warning Aimed at Russia Over U.S. Bounties
629,1/18/2021,"Pompeo, Who Led Trump’s Mission at State Dept., Leaves With a Dubious Legacy","As Pompeo Exits State Dept., His Turbulent Tenure Leaves Dubious Legacy for the U.S."
630,9/1/2021,Pope Criticizes Western Intervention in Afghanistan,Pope Criticizes Western Intervention in Afghanistan and Messy Exit
631,4/17/2021,Prince Philip Is Laid to Rest in a Somber 50-Minute Ceremony,Prince Philip Is Laid to Rest in an Intimate Ceremony Rich in Tradition
632,2/17/2021,Promotions for Female Generals Were Delayed Over Fears of Trump’s Reaction,Pentagon to End Delay On Elevating 2 Women To 4-Star Commands
633,2/6/2021,"Pushing QAnon and Stolen Election Lies, Flynn Re-emerges","Flynn Is Back, Selling Anger And T-Shirts"
634,8/20/2021,"Putin Takes Shot at West, but Says He’ll Work to ‘Normalize’ Afghanistan","Putin Takes Shot at the West, but Says He’ll Work to ‘Normalize’ Afghanistan"
635,9/11/2021,Quandary at U.N.: Who Speaks for Myanmar and Afghanistan?,Quandary at U.N.: Who Gets to Speak for Myanmar and Afghanistan?
636,5/19/2020,Raids Reveal Massive Fentanyl Production in Myanmar,Record Raids in Myanmar Point to Shifting Drug Trade
637,1/13/2021,Rare Pentagon Mission: Armed Troops in Capital,Rare Pentagon Mission:  Armed Troops in Capital
638,8/16/2021,Read the Full Transcript of President Biden’s Remarks on Afghanistan,Full Transcript of Biden’s Speech on Afghanistan
639,8/13/2020,Rebel Poet’s Death Leaves 40 Years of Epic Afghan Work Unfinished,Afghan Poet Died With Epic and Nation at Loose Ends
640,9/24/2021,"Rebuking Biden, Iran’s Chief Diplomat Demands More Sanctions Relief","Rebuking Biden, Iran’s Chief Diplomat Demands More Sanctions Relief"
641,9/29/2021,"Reduced to Rubble, an Afghan Village Struggles to Rebuild","Reduced to Rubble, a Village Struggles to Rebuild"
642,2/25/2021,Refugee Who Set Herself on Fire in Greece Is Charged With Arson,Refugee Who Set Herself on Fire in Greece Is Charged With Arson
643,10/18/2020,Refugees Who Assisted the U.S. Military Find the Door to America Slammed Shut,"Refugees Risked Lives Helping U.S. Military, But Nation Blocks Entry"
644,8/26/2021,"Relief, and Worry, for Arrivals From Afghanistan",Both Relief and Worry As Afghans Reach U.S.
645,3/8/2021,Remote C.I.A. Base in the Sahara Steadily Grows,C.I.A. Surveils Extremists From Growing Saharan Base
646,9/27/2021,Republicans Are Mad at General Milley. Now It’s Their Turn to Grill Him.,"In Afghanistan Hearing, Milley Back in the Center of a Political Battle"
647,9/27/2021,"Republicans Block Government Funding, Refusing to Lift Debt Limit",Fiscal Stalemate As G.O.P. Blocks A Spending Bill
648,7/21/2020,"Republicans Heap Criticism on Liz Cheney, Calling Her Disloyal to Trump",G.O.P. Lawmakers Question Cheney on Her Leadership and Loyalty to Trump
649,9/15/2021,"Republicans, Wary of Political Fallout, Steer Clear of Rally for Riot Suspects",Republicans Steer Clear of Rally With Riot Ties
650,9/2/2021,Restoration of Kabul’s Closed Airport Begins as Some Afghan Aid Resumes,Salvaging of Kabul’s Airport Begins as Some Foreign Aid Resumes
651,4/2/2021,"Reversing Trump, Biden Repeals Sanctions on Human Rights Prosecutor",Sanctions Put on I.C.C. Prosecutor Are Revoked
652,7/21/2020,Rise in Virus Cases Near Bases in U.S. and Abroad Poses Test for Military,"At Local Bases and Overseas, the Military Is Struggling to Stem Infections"
653,11/3/2020,"Robert Fisk, Intrepid War Correspondent, Dies at 74","Robert Fisk, 74, Journalist  Who Chronicled the Unrest In the Mideast and Beyond"
654,6/14/2020,Robert Gates Calls to Replace Base Names From ‘Dark Side of Our History’,Former Defense Secretary Says ‘Time Has Come’ to Rename Bases
655,8/15/2021,Rushed Evacuation in Kabul Highlights Disconnect in Washington,Diplomats’ Rosy Hopes Vanish in Grim Reality Of a Dash for the Exit
656,7/3/2020,"Russia Denies Paying Bounties, but Some Say the U.S. Had It Coming","Russia Denies Paying U.S. Troop Bounties, but Offers No Condolences"
657,6/26/2020,"Russia Secretly Offered Afghan Militants Bounties to Kill U.S. Troops, Intelligence Says","Russia Offered Afghans Bounty To Kill U.S. Troops, Officials Say"
658,5/7/2021,Russian Spy Team Left Traces That Bolstered C.I.A.’s Bounty Judgment,C.I.A. Found Evidence  On Russia Bounty Claim
659,4/28/2021,Russian Spy Unit Investigated for Links to Bulgarian Explosions,Russian Spies Suspected  In Bulgarian Explosions
660,9/19/2020,Ruth Bader Ginsburg Dies: This Week in the 2020 Race,Out of the Cocoon and Into the Town Hall
661,7/30/2021,"Ruth Pearl, Mother of Murdered Reporter Daniel Pearl, Dies at 85","Ruth Pearl, 85, Mother Of Murdered Journalist"
662,6/29/2021,"Security in Afghanistan Is Decaying, U.S. General Says as Forces Leave",U.S. General Warns of Civil War Gripping Afghanistan After Exit
663,3/31/2021,See How Rich Countries Got to the Front of the Vaccine Line,How Rich Countries Took Over the Front of the Line for Covid Shots
664,8/19/2021,"Seeking Global Recognition, Taliban Take a New Approach: Making Nice","Seeking Global Recognition, Taliban Take New Approach: Making Nice"
665,6/18/2020,Seizing the Presidency to Suit His Own Needs,Portrait of Man In It for Himself
666,7/14/2021,Selling Fruit Where the Taliban Stalk the Streets,Afghan City Feels Taliban Tighten Vise
667,1/22/2021,"Senate Confirms Austin, Installing First Black Defense Secretary","Senate Confirms Austin, Installing the First Black Defense Secretary"
668,7/21/2020,"Senate Kills Broad Curbs on Military Gear for Police, Thwarting Push to Demilitarize",Senate Rejects Ban on Transfer of Military-Grade Weaponry to Police
669,12/11/2020,"Senate Sends Military Bill to Trump’s Desk, Spurning His Veto Threat",Senate Sends Veto-Proof Military Bill To President
670,8/18/2021,"Series of U.S. Actions Left Afghan Allies Frantic, Stranded and Eager to Get Out",Promises Go Unmet for Afghans Who Risked Their Lives for U.S.
671,9/8/2021,Serving in a Twenty-Year War,Mission ‘Unfinished’
672,2/3/2021,She Escaped Pakistan. Now Her Father Has Been Thrown Into Jail.,"After an Activist’s Escape,  Pakistan Jails Her Father"
673,1/15/2021,She Killed an American in 2012. Why Was She Freed in the Taliban Deal?,"In Taliban Deal, Divide Over Release of a Killer"
674,9/7/2021,She’s Green. She’s Young. And She Wants to Change Germany.,"She’s Young, She’s Green and She Wants to Change Germany"
675,9/1/2021,"Shifting to Governing, Taliban Will Name Supreme Afghan Leader",Economy in Free Fall  Is but One Challenge
676,6/10/2021,Showdown Over Omar’s Comments Exposes Sharp Divisions Among Democrats,Omar Comments Spur Democratic Infighting On Human Atrocities
677,9/17/2021,"Sidelined on Jan. 6, Walker Has Top Job Securing Capitol Against a Repeat",House Security Chief Vows No Jan. 6 Repeat
678,7/1/2020,"Slotkin, Former Intelligence Briefer, Presses White House on Russia Reports","From Congress, Ex-Intelligence Briefer Presses White House on Bounty Reports"
679,8/19/2021,Sluggish Visa Process Strands Thousands of Afghans Who Worked for U.S.,Sluggish Visa System Delays Evacuating Afghans Who Worked for U.S.
680,11/18/2020,Somalia Worries That a U.S. Withdrawal Will Be Disastrous,Somalia Worries U.S. Pullout Could Lead to Disaster 
681,6/28/2020,Spies and Commandos Warned Months Ago of Russian Bounties on U.S. Troops,Cash Discovery Tipped Off Spies  About Bounties
682,5/14/2021,Spy Agencies Seek New Afghan Allies as U.S. Withdraws,Western Spy Agencies Court New Afghan Allies
683,8/2/2021,State Dept. Offers Potential Refugee Status to More Afghans Who Worked With U.S.,State Dept. Offers Refugee Status to Afghans Who Helped News Outlets
684,2/16/2021,"Stay or Go? Biden, Long a Critic of Afghan Deployments, Faces a Deadline",Test for Biden: Can U.S. Exit Afghanistan?
685,4/14/2020,Stigma Hampers Iraqi Efforts to Fight the Coronavirus,Stigma Hampers Efforts To Fight the Virus in Iraq
686,8/31/2021,Stranded in Kabul: A U.S. Resident Runs Out of Options,Stranded in Kabul: A U.S. Resident Runs Out of Options
687,11/7/2020,"String of Attacks Have People in Kabul Pointing a Finger, at the Government",Attacks in Kabul Have Afghans Pointing a Finger at Their Government
688,11/9/2020,Strong Turnout in Myanmar Shows Voters’ Support for Nascent Democracy,Voters Throng Polls In Myanmar Elections
689,9/16/2021,Struggle for Control of Afghanistan Comes to K Street,Anti-Taliban Leader in Afghanistan Hires Lobbyist to Seek Military and Financial Help in the U.S.
690,9/18/2021,Submarine Deal Gives Post-Brexit Britain Its Moment on the Global Stage,Britain Returns to Global Stage As Broker in U.S.-Australia Deal
691,12/5/2020,"Suhaila Siddiq, Afghanistan’s First Female General, Is Dead","Suhaila Siddiq, General  And Doctor in Afghanistan"
692,8/26/2021,"Suicide Bombers in Kabul Kill Dozens, Including 13 U.S. Troops","U.S. Troops Among Dozens Dead in Blasts As Biden Vows, ‘We Will Hunt You Down’"
693,6/7/2021,Supreme Court Won’t Hear Case on Limiting Military Draft to Men,Supreme Court Will Not Hear Case on Military Draft
694,6/30/2020,Suspicions of Russian Bounties Were Bolstered by Data on Financial Transfers,Money Transfers Bolstered Belief in Russian Scheme
695,10/26/2020,"Swing-District Democrats, Defying Predictions, Poised to Help Keep House","Red-District Democrats, Defying Predictions, Poised to Keep House Seats"
696,8/11/2021,Taliban Advances in Afghanistan Could Bring Political Peril for Biden,Leaving a ‘Forever War’  Could Backfire on Biden
697,2/29/2020,Taliban and U.S. Strike Deal to Withdraw American Troops From Afghanistan,U.S. and Taliban Sign Withdrawal Accord
698,7/28/2020,"Taliban Announce Brief Cease-Fire, as Afghan Peace Talks Look Imminent",Taliban-Afghan Peace Talks May Start After a Cease-Fire for a Muslim Festival
699,9/7/2021,Taliban Appoint Stalwarts to Top Government Posts,Taliban Officials  From Old Regime  Assume Key Posts
700,7/7/2021,"Taliban Attack a Provincial Capital in Afghanistan’s North, Freeing Prisoners",Taliban Keep Up March Into North Afghanistan And Release Prisoners
701,3/28/2020,Taliban Attack Afghanistan Amid Growing Coronavirus Threat,Taliban Attacks Continue Despite Outbreak Threat
702,8/14/2021,Taliban Capture Strategic Cities as Biden Speeds Troop Deployment to Afghanistan,"Free Fall in Afghanistan Prompts U.S. to Deploy Another 1,000 Soldiers"
703,9/6/2021,"Taliban Claim Control Over Panjshir Valley, but Resistance Vows to Fight On","Taliban Claim to Control Panjshir Valley, Last Hold of Afghan Resistance"
704,8/4/2021,Taliban Claim Responsibility for Major Attack in Afghan Capital,Taliban Claim Responsibility For Attack In Kabul
705,9/21/2021,"Taliban Complete Interim Government, Still Without Women","Bucking the U.N., Taliban Refuse to Include Women in Afghan Government"
706,7/9/2021,Taliban Enter Kandahar City and Seize Border Posts,"Taliban Enter Kandahar, Second-Largest Afghan City"
707,6/20/2021,Taliban Enter Key Cities in Afghanistan’s North After Swift Offensive,Afghans Fail To Prevent  Key Captures  By Taliban
708,7/27/2020,"Taliban Executes Female Prison Guard, and U.N. Raises Concern Over Afghan Violence",Female Guard Is Latest Target of Taliban Violence
709,9/4/2021,Taliban Fighters Crush a Women’s Protest Amid Flickers of Resistance,Taliban Fighters Crush Women’s Protest Amid Flickers of Resistance
710,3/20/2020,"Taliban Kill 24 Afghan Troops, With Inside Help",Taliban Hit Kills 24 Afghans At Police and Army Outpost
711,8/10/2021,"Taliban Overrun 3 More Provincial Capitals, Increasing Pressure on Kabul","Taking Hold  In Provinces, Taliban Rout 3 More Cities"
712,8/17/2021,"Taliban Promise Peace, but Doubt and Fear Persist",Violent History Clouds Taliban’s Vows
713,8/19/2021,"Taliban Quash Protests and Seize Enemies, Tightening Grip on Afghanistan","Tightening Grip, Taliban Silence Foes and Dissent"
714,4/24/2020,Taliban Ramp Up Attacks Even as Coronavirus Spreads in Afghanistan,"Dozens of Daily Taliban Strikes Besiege Afghan Forces, Undermining Peace Accord"
715,3/4/2020,Taliban Ramp Up Attacks on Afghans After Trump Says ‘No Violence’,Attacks on Afghans by Taliban Rise After Signing of Peace Deal
716,8/23/2021,Taliban Reject Extended Deadline as U.S. Races to Finish Evacuation,Taliban Demand August Pullout As the U.S. Rushes to Evacuate
717,8/6/2021,Taliban Seize Afghan Provincial Capital Just Weeks Before Final U.S. Withdrawal,Taliban Secure A Regional Hub Without a Fight
718,9/17/2021,Taliban Seize Women’s Ministry Building for Use by Religious Police,Ministry For Women Now Houses Vice Police
719,7/13/2020,"Taliban Stage a Major Attack, as Violence Intensifies in Northern Afghanistan",Taliban Stage Major Attack; Violence Intensifies in North
720,8/14/2021,Taliban Sweep in Afghanistan Follows Years of U.S. Miscalculations,Misjudging the Pace of Taliban Sweep
721,8/7/2021,Taliban Take Second Afghan City in Two Days,‘Nothing Is Left’: Taliban Take Second Afghan City in 2 Days
722,8/15/2021,Taliban Takeover Could Extinguish U.S. Influence in Kabul,Taliban Takeover Could Halt U.S. Influence in Kabul After 20 Years of Diplomacy
723,7/6/2021,Taliban Try to Polish Their Image as They Push for Victory,"As Districts Fall, Taliban Focus on Governing"
724,8/30/2020,"Taliban Violated Afghan Deal With Shelling of American Bases, U.S. Officials Say","Taliban Violated Peace Deal With Shelling of Bases, U.S. Officials Say"
725,7/7/2021,Tammy Duckworth on Her Fight to Shield Veterans From Deportation,Senator Describes Push to Stop Deportation of Veterans
726,8/14/2021,Tap Dancing With Trump: Lindsey Graham’s Quest for Relevance,Early Adversity Drives Graham Toward Power
727,1/2/2021,Targeted Killings Are Terrorizing Afghans. And No One Is Claiming Them.,Afghans Living In Fear as More Become Targets
728,3/19/2021,"Tense Talks With China Left U.S. ‘Cleareyed’ About Beijing’s Intentions, Officials Say",Testy Exchange Shows the U.S. A Bolder China
729,8/13/2021,The Afghan Military Was Built Over 20 Years. How Did It Collapse So Quickly?,Over 15 Cities Slip Out of the Grasp of Afghan Forces
730,4/24/2021,The Arms Merchant in the Sights of Russia’s Elite Assassination Squad,The Arms Dealer in the Crosshairs of Russia’s Elite Assassination Squad
731,7/18/2021,The Ascension of Ron Klain,"After Decades, It’s Klain’s Turn As Chief of Staff"
732,7/19/2021,The Biden administration is sending Afghan visa applicants to an Army base in Virginia.,Some Afghan Applicants For Visas to Be Brought To Virginia Army Base
733,8/24/2021,The C.I.A. director visited Kabul for secret talks with the Taliban.,C.I.A. Director Traveled to Kabul for Secret Talks With Taliban Leaders
734,4/16/2021,The Contradiction That Doomed America’s Mission in Afghanistan,The Contradiction That Doomed America’s Mission in Afghanistan
735,11/9/2020,The End of ‘America First’: How Biden Says He Will Re-engage With the World,Looking to End ‘America First’ And Re-engage With the World
736,8/31/2020,"The Few, the Proud, the White: The Marine Corps Balks at Promoting Generals of Color","In Command: The Few, the Proud, the White"
737,9/5/2021,"The First Afghan Rhodes Scholar Saved Her Father, and Wants to Do More","First Afghan Rhodes Scholar Got Her Father Out, and Wants to Do More"
738,6/2/2020,The Flynn Calls: His Dismissal of Russian Interference and the Kremlin’s Savvy,"In Phone Transcripts, the Kindling of a Kremlin-Fueled Fire"
739,6/23/2020,"The Hajj Pilgrimage Is Canceled, and Grief Rocks the Muslim World",‘It Was My Only Wish’: Muslims Share Grief as Hajj Is Canceled
740,4/5/2021,"The Iran Nuclear Talks, Explained",Negotiations With Iran To Restore Nuclear Deal Could Take a Long Time
741,1/3/2021,The Julian Assange Extradition Case: What You Need to Know,U.K. Judge Set to Consider Whether to Send Assange  To U.S. for Espionage Trial
742,6/21/2020,The Lapses That Let a Saudi Extremist Shoot Up a U.S. Navy Base,Lax Vetting Let A Saudi Trainee Shoot Up a Base
743,8/25/2021,The Latest G.O.P. Schism: How to Handle Afghan Evacuees,Resettlement of Afghan Allies Has Revealed the Latest G.O.P. Schism
744,9/12/2021,The Legacy of America’s Post-9/11 Turn to Torture,One Legacy of Sept. 11: A Torture Policy’s Stain
745,8/31/2021,The New U.S. Challenge in Afghanistan: Coping With Taliban Rule,"20 Years of Enmity Aside, U.S. And Taliban Need Each Other"
746,2/11/2021,The Newest Diplomatic Currency: Covid-19 Vaccines,Making Friends in a Pandemic By Using Vaccine Diplomacy
747,3/8/2021,The Officers Danced at a Black Lives Matter Rally. Then They Stormed the Capitol.,"After Rally and Riot, a Virginia County Fractures"
748,3/27/2021,"The Original 20 Guantánamo Detainees: A Roster, and Where They Are Now","Nearly 20 Years After 9/11, 20 Diverging Paths"
749,9/11/2021,The Photographs of 9/11,The Photographs of 9/11
750,8/8/2021,The Propaganda War Intensifies in Afghanistan as the Taliban Gain Ground,"As the Taliban Seize More Cities, the Propaganda War Grows in Importance"
751,8/26/2021,The Real Winner of the Afghan War? It’s Not Who You Think.,Pakistan Has Future Riding on Taliban
752,7/3/2021,The Relics of America’s War in Afghanistan,The Salvaged Relics of a Very Long War
753,6/9/2021,"The Secrets and Lies of the Vietnam War, Exposed in One Epic Document",Public Lies and Secret Truths
754,9/17/2021,The Sharp U.S. Pivot to Asia Is Throwing Europe Off Balance,Europe Is Thrown Off Balance by U.S. Alliance With Australia
755,8/17/2021,The Taliban Are Back. Now Will They Restrain or Support Al Qaeda?,"With Taliban Back, Will Terror Groups Have a Safe Haven Again?"
756,8/31/2021,"The Taliban Celebrate Victory, With a Crisis Looming","The Taliban Celebrate Victory, With a Crisis Looming"
757,2/15/2021,"The Taliban Close In on Afghan Cities, Pushing the Country to the Brink","Taliban Circle Afghan Cities,  Provoking U.S."
758,8/16/2021,The Taliban takeover of Afghanistan could extinguish U.S. influence in Kabul.,Taliban Takeover Could Halt U.S. Influence in Kabul After 20 Years of Diplomacy
759,3/30/2021,"The Taliban Think They Have Already Won, Peace Deal or Not",Taliban Believe  The War’s Over  And They Won
760,8/18/2021,The Taliban’s Leaders: Worldly and ‘Inclusive’ or Ruthless Ideologues?,"After 20 Years of War, Afghans Wonder How the Insurgency’s Leaders Will Govern"
761,4/22/2021,"The U.S. War in Afghanistan: How It Started, and How It Ended",America’s War in Afghanistan: How It Started and How It Is Ending
762,7/21/2020,"The Virus Found a Crowded Houston Neighborhood, Sparing One Nearby","Two Neighborhoods: One Rich, One Poor. One Spared."
763,1/30/2021,The West’s Patience With Uganda’s Strongman Wanes After a Bloody Election,Ugandan Leader’s Brutal Grip on Power Is Testing Patience of the West
764,12/1/2020,"The World in a Vise: Sounding the Alarm on China, Then Running for Shelter","Sounding Alarms, Seeking Conciliation: Australia Is Conflicted on China"
765,7/29/2021,"These Herders Lived in Peaceful Isolation. Now, War Has Found Them.",Prospect of Taliban Advance Puts a Pastoral Corridor on Edge
766,2/21/2021,"They Built Libraries to Honor Loved Ones, Women Felled by Bombings",Libraries Built as Monuments To Two Slain Afghan Women
767,3/27/2021,They Were Guantánamo’s First Detainees. Here’s Where They Are Now.,20 Lives Weigh On Plan to Shut Guantánamo
768,3/5/2021,"They Were Journalists, and Women, and Targeted for Both","Where Being a Journalist, and a Woman, Could Cost You Your Life"
769,8/23/2021,They Were Protectors in Afghanistan. Now They Need Help.,Nepali Former Security Contractors Worry They Will Be Unable to Get Home
770,7/11/2021,Third Man With U.S. Ties Has Been Arrested in Haiti Assassination,Haiti Arrests 3rd Man With U.S. Ties in Assassination
771,5/11/2020,This Afghan General Fought the Taliban for Years. Now He Has Joined Them.,"Prominent Retired General Joins Taliban, Stunning the Afghan Government"
772,10/16/2020,This Ex-Taliban Commander Is Now the Face of Afghan Security,How a Former Taliban Commander Became the Face of Afghan Security
773,9/15/2021,This Is Life in Rural Afghanistan After the Taliban Takeover,Violence Ebbs But Pain Lasts Outside Kabul
774,5/29/2021,Thomas Sullivan Dies at 91; Investigated Corruption in Chicago’s Courts,"Thomas Sullivan, 91, Dies;  Rooted Out Case-Fixing In Chicago’s Court System"
775,9/16/2021,Thousands of Afghans on American military bases await resettlement.,Thousands of Afghans on U.S. Military Bases Await Resettlement
776,9/17/2021,Thousands of Migrants Huddle in Squalid Conditions Under Texas Bridge,"Surge Leaves 9,000 Migrants Crammed Under a Texas Bridge"
777,8/16/2021,Thousands Who Helped the U.S. in Afghanistan Are Trapped. What Happens Next?,A Frantic Demand For U.S. Visas
778,9/4/2021,Threats and Fear Cause Afghan Women’s Protections to Vanish Overnight,Women’s Shelters Close As the Taliban Advance
779,8/31/2021,Three Guantánamo Detainees Charged in 2002 Bali Bombing,3 Guantánamo Detainees Formally Face Charges Linked to 2002 Bali Bombing
780,7/14/2020,"Three Marines, Now Focus of Russian Bounties Investigation, Show the Costs of an Endless War",A Blast. A Bounty Claim. A Battle With No End.
781,3/2/2021,Three Women Working for a News Outlet Are Gunned Down in Afghanistan,Three Women Working for a News Outlet Are Gunned Down in Afghanistan
782,3/30/2021,Three Women Working to Vaccinate Children Are Shot Dead in Afghanistan,3 Polio Vaccine Workers  Are Killed in Afghanistan
783,9/10/2021,"Times Investigation: In U.S. Drone Strike, Evidence Suggests No ISIS Bomb",Evidence Disputes U.S. Claim of ISIS Bomb in Kabul Drone Strike
784,3/25/2021,"Timing Is Everything, Biden Says, and ‘Politics Is the Art of the Possible’","Outlining Goals in First News Conference, Biden Hails ‘Art of the Possible’"
785,8/18/2021,"To China, Afghan Fall Proves U.S. Hubris. It Also Brings New Dangers.","China Sees U.S. Hubris, but Afghanistan Offers No Easy Choices"
786,12/10/2020,"To Deter Iranian Attacks on U.S. Troops, Pentagon Orders B-52 Flights to Middle East",Pentagon Orders B-52s  To Fly to Persian Gulf  As Deterrent to Tehran
787,9/15/2020,"To Get to Afghan Talks, Lots of Last-Minute Deals — and Nose Swabs",Last-Second Deals Underscore Frailty of Afghan-Taliban Peace Talks
788,8/20/2021,"To protect users, Facebook says it’s hiding friends lists on accounts in Afghanistan.",Facebook Hides Friend Lists To Protect Its Afghan Users
789,4/17/2020,"To Save Afghan Peace Deal, U.S. May Scale Back C.I.A. Presence","To Save Peace Deal With Taliban, U.S. May Reduce C.I.A. Presence in Afghanistan"
790,10/12/2020,Top General Declines to Endorse Trump’s Afghan Withdrawal Timeline,General Tempers White House Chatter on Paring Troops in Afghanistan
791,8/20/2020,Top Republican National Security Officials Say They Will Vote for Biden,"Top G.O.P. Security Officials Back Biden, Calling Trump ‘Unfit to Lead’"
792,7/12/2021,Top U.S. General Steps Down in Afghanistan,Top U.S. General Leaves as Afghan Withdrawal Continues
793,8/31/2021,Transcript of Biden’s Speech on the U.S. Withdrawal From Afghanistan,Full Transcript of Biden’s Remarks on Afghanistan
794,2/9/2021,"Trifecta of Roles for Leahy: Witness, Juror and Judge in Trump’s Trial","Leahy Juggles His Responsibilities as Judge, Juror and Witness"
795,1/8/2021,"Trump Administration Politicized Some Intelligence on Foreign Election Influence, Report Finds","Trump Officials Distorted Intelligence on Foreign Meddling, Report Finds"
796,6/16/2020,Trump Administration Sues to Try to Delay Publication of Bolton’s Book,Administration Sues to Delay Bolton’s Memoir
797,6/4/2020,Trump and the Military: A Mutual Embrace Might Dissolve on America’s Streets,Military Vets Break Silence On President
798,1/14/2021,Trump Appointee to Temporarily Lead Pentagon; Retired Admiral Will Be Spokesman,Trump Appointee Will Lead Pentagon Until Biden’s Pick Is Confirmed
799,4/1/2020,Trump Confronts a New Reality Before an Expected Wave of Disease and Death,"As Numbers Sink In, New Reality Confronts A More Somber Trump"
800,9/22/2020,Trump Demands U.N. Hold China to Account for Coronavirus Pandemic,"Before Virtual U.N. Assembly, Trump Casts China as Villain in Pandemic"
801,9/4/2020,Trump Faces Uproar Over Reported Remarks Disparaging Fallen Soldiers,A Furor Erupts Over President And War Dead
802,11/9/2020,"Trump Fires Mark Esper, Defense Secretary Who Opposed Use of Troops on U.S. Streets",Trump Fires Esper Amid Fears Of Purge at Security Agencies
803,6/29/2020,"Trump Got Written Briefing in February on Possible Russian Bounties, Officials Say",Trump Given Brief in February On Possible Russian Bounties 
804,11/16/2020,"Trump Is Said to Be Preparing to Withdraw Troops From Afghanistan, Iraq and Somalia","Trump Is Said to Plan Reduction of Forces in Afghanistan, Iraq and Somalia"
805,10/9/2020,Trump Lashes Out at His Cabinet With Calls to Indict Political Rivals,President Lashes Out At His Aides With Calls To Indict Political Rivals
806,6/13/2020,Trump Made Inaccurate Claims About the Military During His West Point Speech,President Exaggerates His Own Record On Funding Pentagon and Ending Wars
807,12/4/2020,Trump Orders All American Troops Out of Somalia,Trump Orders Pullout Of Troops From Somalia Before End of His Term
808,11/13/2020,Trump Pentagon Purge Could Accelerate His Goal to Pull Troops From Afghanistan,President’s Pentagon Purge Could Accelerate Pullout Of Troops in Afghanistan
809,6/11/2020,Trump Rejects Renaming Military Bases Named After Confederate Generals,A Losing Battle in the Military
810,7/29/2020,Trump Says He Did Not Ask Putin About Suspected Bounties to Kill U.S. Troops,Trump Says He and Putin Didn’t Talk About Bounties
811,9/4/2020,Trump Says He Will Reverse Pentagon Plan to Close Newspaper That Informs and Speaks for Troops,Trump Says Troops’ Paper Won’t Shutter After All
812,3/3/2020,Trump Speaks With a Taliban Leader,"Pursuing Exit, Trump Talks  To a Leader Of the Taliban"
813,11/12/2020,Trump Stacks the Pentagon and Intel Agencies With Loyalists. To What End?,"Atop Pentagon, A Fresh Group Of Hard-Liners"
814,7/31/2020,"Trump Still Defers to Putin, Even as He Dismisses U.S. Intelligence and the Allies",Trump Still Defers to Putin As He Dismisses Intelligence
815,10/8/2020,Trump Suggests Gold Star Families May Be to Blame for His Infection,‘They Want to Hug Me’: Trump Suggests That Gold Star Families May Have Infected Him
816,5/22/2020,Trump Takes Aim at a Watergate Reform: The Independent Inspector General,A Post-Watergate Reform  Under Pressure by Trump
817,5/24/2020,"Trump Tweets and Golfs, but Makes No Mention of Virus’s Toll",Trump Stays Quiet on Toll As U.S. Nears a Milestone
818,11/21/2020,Trump Using Last Days to Lock In Policies and Make Biden’s Task More Difficult,President Moves To Hem Biden In On U.S. Policies
819,8/11/2020,Trump v. Putin: A Vaccine Manhood Contest,"As Putin Rushes Vaccine, U.S. Experts Fear Pharmaceutical Manhood Contest"
