date,abstract,lead.paragraph,snippet,section.name,subsection.name,news.desk,byline,headline.main,headline.print,headline.kicker,material,url,,
8/27/2021,Here’s what you need to know at the end of the day.,(Want to get this newsletter in your inbox? Here’s the sign-up.) ,Here’s what you need to know at the end of the day.,Briefing,NA,NYTNow,By Remy Tumin,"Kabul, Evictions, ‘Candyman’: Your Friday Evening Briefing",NA,NA,briefing,https://www.nytimes.com/2021/08/27/briefing/kabul-evictions-candyman.html,,
9/21/2021,An end to the U.S. travel ban.,"Foreign travelers who provide proof of full vaccination against Covid-19 can enter the U.S. starting in November, easing tensions with Europe and reopening the country to thousands of people, including many who have been separated from family during the pandemic.",An end to the U.S. travel ban.,Briefing,NA,NYTNow,By Natasha Frost,Your Tuesday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/09/21/briefing/travel-usa-macron-taliban.html,,
9/21/2021,"The president said he wants global cooperation to meet challenges, but some allies and adversaries say his actions point to confrontation with China and unilateral action, belying his words.","President Biden, fighting mounting doubts among America’s allies about his commitment to working with them, used his debut address to the United Nations on Tuesday to call for “relentless diplomacy” on climate change, the pandemic and efforts to blunt the expanding influence of autocratic nations like China and Russia.","The president said he wants global cooperation to meet challenges, but some allies and adversaries say his actions point to confrontation with China and unilateral action, belying his words.",World,Asia Pacific,Foreign,By David E. Sanger,"At U.N., Biden Calls for Diplomacy, Not Conflict, but Some Are Skeptical",Biden Reasserts Role of America In World Affairs,NA,News,https://www.nytimes.com/2021/09/21/world/asia/biden-united-nations-unga.html,,
9/15/2021,Republicans’ influence in the state continues to weaken.,"By now, you’ve probably heard that Gov. Gavin Newsom handily defeated a Republican-led effort to recall him, with the vote count this morning showing that 65 percent of Californians opposed removing him from office.",Republicans’ influence in the state continues to weaken.,U.S.,NA,National,By Soumya Karlamangla,What the Election Results Tell Us About California,NA,California today,briefing,https://www.nytimes.com/2021/09/15/us/california-results-recall-republican-democrat.html,,
8/8/2021,Here’s what you need to know about the week’s top stories.,(Want to get this briefing by email? Here’s the sign-up.),Here’s what you need to know about the week’s top stories.,Briefing,NA,NYTNow,By Remy Tumin,"Delta Variant, Wildfires, Tokyo Olympics: Your Weekend Briefing",NA,NA,briefing,https://www.nytimes.com/2021/08/08/briefing/delta-variant-wildfires-tokyo-olympics.html,,
9/11/2021,Both President Biden and former President George W. Bush acknowledged that what has happened in the years since has only challenged the notion that Americans found strength in coming together.,"WASHINGTON — As they traveled the country laying wreaths, strolling through crash sites in pastoral meadows and comforting families whose wounds are ripped open anew each year, two living presidents used the anniversary of the Sept. 11 attacks to urge Americans to come together in an effort to weather deep political and cultural divisions.",Both President Biden and former President George W. Bush acknowledged that what has happened in the years since has only challenged the notion that Americans found strength in coming together.,U.S.,Politics,Washington,By Katie Rogers,Biden and Bush Urge Unity as Nation Remembers Sept. 11,Bush and Biden Join in Seeking Unity Amid Grief,NA,News,https://www.nytimes.com/2021/09/11/us/politics/biden-9-11.html,,
8/13/2021,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,Briefing,NA,Briefing,NA,"The New York Times News Quiz, August 13, 2021",NA,NA,Interactive Feature,https://www.nytimes.com/interactive/2021/08/13/briefing/news-quiz-census-cuomo-jeopardy-host.html,,
9/21/2021,"An E.U. Commissioner said that “something is broken in our trans-Atlantic relations,” as other European officials question Washington’s motives after its submarine deal with Australia.",A top European Union official made a plea on Tuesday to “pause and reset” the relationship between the bloc and the United States as a diplomatic spat between France and the Biden administration has become a European issue.,"An E.U. Commissioner said that “something is broken in our trans-Atlantic relations,” as other European officials question Washington’s motives after its submarine deal with Australia.",World,Americas,Foreign,By Elian Peltier,A top European official calls for a ‘pause and reset’ in the U.S. relationship.,NA,NA,News,https://www.nytimes.com/2021/09/21/world/americas/france-us-australia-dispute.html,,
5/21/2021,"The shift mirrors broader societal frustrations after two decades of wars, a pervasive problem of sexual assault and harassment of female troops and the exposure of political extremism in the ranks.","WASHINGTON — President Bill Clinton, newly elected and eager to fulfill a central campaign promise, moved in 1993 to end a ban on gay men and women in the military, but he was stymied by senior military officers, who coordinated with a deferential Democratic senator, Sam Nunn of Georgia.","The shift mirrors broader societal frustrations after two decades of wars, a pervasive problem of sexual assault and harassment of female troops and the exposure of political extremism in the ranks.",U.S.,Politics,Washington,By Jennifer Steinhauer,"Once in Thrall of ‘the Generals,’ Congress Now Gives the Orders on Military Issues","Congress, Once in Thrall Of ‘the Generals,’ Gives  The Military Orders Now",NA,News,https://www.nytimes.com/2021/05/21/us/politics/congress-military-generals.html,,
8/30/2021,It may not really be waning much — which means universal booster shots may do little good.,"Late last month, researchers in Israel released some alarming new Covid-19 data. The data showed that many Israelis who had been among the first to receive the vaccine were nonetheless catching the Covid virus. Israelis who had been vaccinated later were not getting infected as often.",It may not really be waning much — which means universal booster shots may do little good.,Briefing,NA,NYTNow,By David Leonhardt,Is Vaccine Immunity Waning?,NA,The Morning Newsletter,briefing,https://www.nytimes.com/2021/08/30/briefing/vaccine-immunity-booster-shots.html,,
8/24/2021,One chose bureaucratic caution. One didn’t.,"The F.D.A.’s full approval of Pfizer’s Covid-19 vaccine is already making a difference. Within hours of the announcement yesterday, the Pentagon and several large companies and universities announced new vaccine mandates. President Biden, speaking at the White House yesterday afternoon, urged other organizations to follow: “Require your employees to get vaccinated or face strict requirements,” he said.",One chose bureaucratic caution. One didn’t.,Briefing,NA,NYTNow,By David Leonhardt,"F.D.A., Not F.D.R.",NA,The Morning Newsletter,briefing,https://www.nytimes.com/2021/08/24/briefing/fda-pfizer-vaccine-approval.html,,
9/9/2021,Ideas for helping students think about how the Sept. 11 attacks have changed our nation and world.,"Sept. 11, 2001, is one of those rare days that, if you ask most adults what they remember, they can tell you exactly where they were, whom they were with and what they were thinking. It is a day seared in memory. But for students who were born in a post-9/11 world and have grown up in the aftermath, it is complex history that needs to be remembered, taught and analyzed like any other historical event.",Ideas for helping students think about how the Sept. 11 attacks have changed our nation and world.,The Learning Network,Lesson Plans,Learning,By Nicole Daniels and Michael Gonchar,10 Ways to Teach About 9/11 With The New York Times,NA,Teaching Ideas,News,https://www.nytimes.com/2021/09/09/learning/lesson-plans/10-ways-to-teach-about-9-11-with-the-new-york-times.html,,
9/23/2021,"U.K.’s prime minister makes headlines, yet experts say it is unclear if his lighthearted style is helping stake out a post-Brexit role on the global stage.",LONDON — He told the world to grow up and accept the challenge of climate change. He made fun of France’s neuralgic reaction to being elbowed out of a submarine deal with Australia by Britain and the United States. He even cleared up lingering confusion about how many children he has (six).,"U.K.’s prime minister makes headlines, yet experts say it is unclear if his lighthearted style is helping stake out a post-Brexit role on the global stage.",World,Europe,Foreign,By Mark Landler,"Boris Johnson Cuts a Colorful Swath in U.S., but to What End?",U.K. Leader Tells Jokes But Makes Little News During Visit to the U.S.,NA,News,https://www.nytimes.com/2021/09/23/world/europe/boris-johnson-us-visit.html,,
5/27/2021,Twitter vs. the Modi government.,"Twitter said on Thursday that it had received a notice of noncompliance with India’s restrictive tech laws, after officials asked the site to remove content critical of the government’s handling of the pandemic.",Twitter vs. the Modi government.,Briefing,NA,NYTNow,By Melina Delkic,Your Friday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/05/27/briefing/india-twitter-china-trade-deal-afghanistan.html,,
8/6/2021,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,Briefing,NA,Briefing,NA,"The New York Times News Quiz, August 6, 2021",NA,NA,Interactive Feature,https://www.nytimes.com/interactive/2021/08/06/briefing/news-quiz-andrew-cuomo-tokyo-olympics-electric-vehicles.html,,
9/11/2021,"After Flight 93 went down, once unthinkable duties were thrust upon the community, including young people who found themselves coming of age in a time of war.",Follow our live coverage of the 20th anniversary of 9/11.,"After Flight 93 went down, once unthinkable duties were thrust upon the community, including young people who found themselves coming of age in a time of war.",U.S.,NA,National,By Campbell Robertson and Kristian Thacker,"In Shanksville, Preserving the Memory of 9/11 and the Wars That Followed","In Shanksville, a Field of Flags for All the Fallen",NA,News,https://www.nytimes.com/2021/09/11/us/shanksville-flight-93.html,,
9/22/2021,"The measure now heads to the Senate, setting up a clash with Republicans, who have warned they will block any debt ceiling increase.","WASHINGTON — The House on Tuesday approved legislation to keep the government funded through early December, lift the limit on federal borrowing through the end of 2022 and provide emergency money for Afghan refugees and natural disaster recovery, setting up a fiscal showdown as Republicans warn they will block the measure in the Senate.","The measure now heads to the Senate, setting up a clash with Republicans, who have warned they will block any debt ceiling increase.",U.S.,Politics,Washington,By Emily Cochrane,House Passes Spending Bill and Debt Limit Increase Over G.O.P. Opposition,House Passage of Spending and Debt Measure Cues Senate Face-Off,NA,News,https://www.nytimes.com/2021/09/21/us/politics/spending-bill-passed-debt-limit.html,,
9/4/2021,Putting presidential approval in context.,"President Biden’s job approval rating is on the downslope. As of Friday morning he was at 45.8 percent approval and 48.5 percent disapproval — from a high of 54 percent approval, 41 percent disapproval at the end of his first 100 days.",Putting presidential approval in context.,Opinion,NA,OpEd,By Jamelle Bouie,How Has Joe Biden Become So Unpopular?,NA,Jamelle Bouie,Op-Ed,https://www.nytimes.com/2021/09/04/opinion/biden-job-approval-rating.html,,
9/10/2021,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,Briefing,NA,Briefing,NA,"The New York Times News Quiz, September 10, 2021",NA,NA,Interactive Feature,https://www.nytimes.com/interactive/2021/09/10/briefing/news-quiz-michael-k-williams-shang-chi-nfl.html,,
7/10/2021,Pentagon officials noted that the request was broad and did not specify the number or types of forces needed.,"WASHINGTON — Haiti’s request for U.S. troops to help stabilize the country following the assassination of its president presents a difficult choice for President Biden: send forces to aid a neighbor even as he is trying to pare down America’s military footprint overseas, or refrain and risk allowing the chaos unfolding there to escalate into a refugee crisis.",Pentagon officials noted that the request was broad and did not specify the number or types of forces needed.,U.S.,Politics,Washington,"By Michael Crowley, Michael D. Shear and Eric Schmitt",Biden Administration Shows Little Appetite for Haiti’s Troop Request,U.S. Is Reluctant to Send Soldiers to Haiti Conflict,NA,News,https://www.nytimes.com/2021/07/10/us/politics/biden-haiti-troop-request.html,,
9/1/2021,Here’s what you need to know at the end of the day.,(Want to get this newsletter in your inbox? Here’s the sign-up.) ,Here’s what you need to know at the end of the day.,Briefing,NA,NYTNow,By Remy Tumin,"Texas, Purdue Pharma, Grateful Dead: Your Wednesday Evening Briefing",NA,NA,briefing,https://www.nytimes.com/2021/09/01/briefing/texas-purdue-pharma-grateful-dead.html,,
8/23/2021,Here’s what you need to know at the end of the day.,(Want to get this newsletter in your inbox? Here’s the sign-up.),Here’s what you need to know at the end of the day.,Briefing,NA,NYTNow,By Victoria Shannon,"Pfizer, Flooding, Jeopardy: Your Monday Evening Briefing",NA,NA,briefing,https://www.nytimes.com/2021/08/23/briefing/pfizer-flooding-jeopardy-your-monday-evening-briefing.html,,
9/19/2021,"For some refugee families who traveled to Germany during the migrant crisis of 2015 and 2016, gratitude for Chancellor Angela Merkel’s decision to welcome them comes via a namesake.","WÜLFRATH, Germany — Hibaja Maai gave birth three days after arriving in Germany.","For some refugee families who traveled to Germany during the migrant crisis of 2015 and 2016, gratitude for Chancellor Angela Merkel’s decision to welcome them comes via a namesake.",World,Europe,Foreign,By Katrin Bennhold,"Merkel’s Children: Living Legacies Called Angela, Angie and Sometimes Merkel",Sea of Angelas Gives Thanks  To Chancellor,NA,News,https://www.nytimes.com/2021/09/19/world/europe/merkel-election-immigration-children.html,,
7/24/2021,The deal appears to be the latest effort by the Iraqi prime minister to balance the needs and demands of the country’s two closest allies: the United States and Iran.,"BAGHDAD — Iraq’s prime minister is heading to Washington this weekend to demand that President Biden withdraw all U.S. combat troops from Iraq, announcing to Iraqi media that the visit would “put an end to the presence of combat forces.”",The deal appears to be the latest effort by the Iraqi prime minister to balance the needs and demands of the country’s two closest allies: the United States and Iran.,World,Middle East,Foreign,By Jane Arraf and Eric Schmitt,"U.S. to Announce Troop Drawdown From Iraq, but Little Is Expected to Change","U.S. Is Set to Announce Troop Drawdown From Iraq, at Least on Paper",NA,News,https://www.nytimes.com/2021/07/24/world/middleeast/iraq-biden-us-forces.html,,
5/2/2021,Here’s what you need to know about the week’s top stories.,(Want to get this briefing by email? Here’s the sign-up.),Here’s what you need to know about the week’s top stories.,Briefing,NA,NYTNow,By Remy Tumin and Marcus Payadue,"India, Voting Rights, Kentucky Derby: Your Weekend Briefing",NA,NA,briefing,https://www.nytimes.com/2021/05/02/briefing/india-voting-rights-kentucky-derby.html,,
6/25/2021,Here’s what you need to know at the end of the day.,(Want to get this newsletter in your inbox? Here’s the sign-up.) ,Here’s what you need to know at the end of the day.,Briefing,NA,NYTNow,By Remy Tumin,"Derek Chauvin, Georgia, Pride: Your Friday Evening Briefing",NA,NA,briefing,https://www.nytimes.com/2021/06/25/briefing/derek-chauvin-georgia-pride.html,,
5/28/2021,An investigation into U.S. election disinformation.,"Federal prosecutors in Brooklyn are investigating whether several Ukrainian officials helped orchestrate a wide-ranging plan to meddle in the 2020 presidential campaign, including the possible use of Rudolph Giuliani to spread disinformation about Joe Biden and tilt the election in Donald Trump’s favor, according to people with knowledge of the matter.",An investigation into U.S. election disinformation.,Briefing,NA,Foreign,By Natasha Frost,Your Friday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/05/28/briefing/election-disinformation-coronavirus-taliban.html,,
6/9/2021,Biden’s high-stakes trip to Europe.,"President Biden arrived in Britain on Wednesday to attend a Group of 7 summit, followed by meetings with NATO and European Union leaders. Biden will announce, possibly as early as Thursday, that the White House has reached an agreement to provide 500 million doses of the Pfizer vaccine to 100 countries over the next year. We have live updates here.",Biden’s high-stakes trip to Europe.,Briefing,NA,NYTNow,By Melina Delkic,Your Thursday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/06/09/briefing/biden-g7-europe-china-vaccines.html,,
6/1/2021,A new kind of pandemic grief.,"As new infections plummet, many newly vaccinated Americans are leaving their masks behind, planning summer travel and joyously reuniting with family and friends.",A new kind of pandemic grief.,Briefing,NA,Foreign,By Natasha Frost,Your Tuesday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/05/31/briefing/pandemic-recovery-china-children.html,,
9/12/2021,"The state now has the United States’ lowest percentage of vaccinated residents 18 and over, despite efforts from state officials to reach the hesitant.","Coronavirus cases are nearing record levels  in West Virginia, and the state’s schools are closing and its hospitals are choked with patients stricken by the perniciously infectious Delta variant.","The state now has the United States’ lowest percentage of vaccinated residents 18 and over, despite efforts from state officials to reach the hesitant.",U.S.,NA,National,By Daniel E. Slotnik,"West Virginia, once a vaccination pacesetter, is struggling against the Delta variant.",West Virginia  Is Struggling Against Delta,NA,News,https://www.nytimes.com/2021/09/12/us/west-virginia-covid-delta.html,,
9/20/2021,The decision on a case at the Guantánamo war court did not resolve the broader issue of whether prosecutors can use evidence obtained through torture.,"GUANTÁNAMO BAY, Cuba — A Pentagon appeals panel on Monday threw out a ruling by an Army judge who found that evidence obtained during the torture of a defendant could be considered in determining pretrial matters in a death-penalty case at Guantánamo Bay.",The decision on a case at the Guantánamo war court did not resolve the broader issue of whether prosecutors can use evidence obtained through torture.,U.S.,Politics,Washington,By Carol Rosenberg,Appeals Panel Overturns Army Judge’s Ruling on Torture,Pentagon Panel Overturns Army Judge’s Ruling on Use of Torture for Evidence,NA,News,https://www.nytimes.com/2021/09/20/us/politics/torture-terror-guantanamo-bay.html,,
7/6/2021,Divided views on Hong Kong violence.,"Last week, on the anniversary of Hong Kong’s handover to China, a man stabbed a police officer on a busy commercial street, then killed himself. Then, on Tuesday, the police said they had arrested nine people — including six teenagers — over alleged plots to make bombs and plant them in public areas.",Divided views on Hong Kong violence.,Briefing,NA,NYTNow,By Melina Delkic,Your Wednesday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/07/06/briefing/hong-kong-taj-mahal-reopening-opec.html,,
8/9/2021,A major climate report presents bleak findings.,"Nations have delayed curbing fossil fuels for so long that they can no longer stop global warming from intensifying over the next 30 years, though there is still a short window to prevent the most harrowing future, a major new U.N. report has concluded.",A major climate report presents bleak findings.,Briefing,NA,NYTNow,By Melina Delkic,Your Tuesday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/08/09/briefing/climate-change-fires-olympics-afghanistan.html,,
7/9/2021,And how to learn more about the issue dividing school districts across the country.,"We had a shorter holiday week on The Daily, but we covered a lot of ground, traveling from Afghanistan to Haiti. Along the way, many of you wrote in to share your thoughts and feelings about our episode on critical race theory.",And how to learn more about the issue dividing school districts across the country.,Podcasts,NA,Podcasts,By Lauren Jackson,What Is Critical Race Theory?,A ‘Daily’ Follow-Up to a Tricky Topic,the daily newsletter,News,https://www.nytimes.com/2021/07/09/podcasts/the-daily-newsletter-critical-race-theory.html,,
5/28/2021,"Vice President Kamala Harris, the school’s first female commencement speaker, used her speech to address some of the Biden administration’s most urgent challenges.","WASHINGTON — Vice President Kamala Harris achieved another first for women on Friday when she addressed the graduating class of the United States Naval Academy, becoming the first female commencement speaker in the school’s nearly 175-year history.","Vice President Kamala Harris, the school’s first female commencement speaker, used her speech to address some of the Biden administration’s most urgent challenges.",U.S.,Politics,Washington,By Katie Rogers,"At Naval Academy Graduation, Harris Focuses on Strengthening a ‘Fragile’ World",Harris Speaks of ‘Fragile’ World at Naval Academy Commencement,NA,News,https://www.nytimes.com/2021/05/28/us/politics/kamala-harris-commencement-speech-naval-academy.html,,
8/30/2021,<U+200B>The activities at the sprawling nuclear complex in Yongbyon suggest that the country is once again ramping up its nuclear weapons program.,"SEOUL — North Korea appears to have restarted a reactor<U+200B> in its main nuclear complex, the United Nations’ nuclear watchdog said in a report, an indication that the North has been ramping up its nuclear weapons program while talks with the United States remain stalled.",<U+200B>The activities at the sprawling nuclear complex in Yongbyon suggest that the country is once again ramping up its nuclear weapons program.,World,Asia Pacific,Foreign,By Choe Sang-Hun,"North Korea Restarted Plutonium-Producing Reactor, U.N. Agency Warns","Reactor Active In North Korea, Agency Warns",NA,News,https://www.nytimes.com/2021/08/30/world/asia/north-korea-yongbyon-nuclear-plant.html,,
9/16/2021,The reaction signals a widening rift among Western allies over China. French officials accused President Biden of acting like his predecessor.,"PARIS — President Biden’s announcement of a deal to help Australia deploy nuclear-powered submarines has strained the Western alliance, infuriating France and foreshadowing how the conflicting American and European responses to confrontation with China may redraw the global strategic map.",The reaction signals a widening rift among Western allies over China. French officials accused President Biden of acting like his predecessor.,World,Europe,Foreign,By Roger Cohen,"In Submarine Deal With Australia, U.S. Counters China but Enrages France",U.S. Defense Pact With Australia Enrages France,NA,News,https://www.nytimes.com/2021/09/16/world/europe/france-australia-uk-us-submarines.html,,
9/21/2021,His efforts to move the United States past President Donald J. Trump’s more confrontational policies come amid growing frustration among allies with his administration’s approach.,President Biden delivered his debut address to the annual gathering of world leaders at the United Nations on Tuesday amid strong new doubts about his ability to vault the United States back into a position of global leadership after his predecessor’s promotion of “America First” isolationism.,His efforts to move the United States past President Donald J. Trump’s more confrontational policies come amid growing frustration among allies with his administration’s approach.,World,Americas,Foreign,"By Michael D. Shear, David E. Sanger and Rick Gladstone","In his U.N. debut, Biden calls for global unity against common threats.",NA,NA,News,https://www.nytimes.com/2021/09/21/world/americas/un-general-assembly-biden.html,,
9/22/2021,"The new partnership  between the United States, Britain and Australia is a diplomatic bombshell.","PARIS — Make no mistake. This is a crisis, not a spat.","The new partnership  between the United States, Britain and Australia is a diplomatic bombshell.",Opinion,NA,OpEd,By Sylvie Kauffmann,No Wonder the French Are Angry,France’s Fury Goes Beyond Subs,Guest Essay,Op-Ed,https://www.nytimes.com/2021/09/22/opinion/france-us-china-submarines.html,,
9/20/2021,"The United Nations General Assembly session, the world’s biggest diplomatic convocation, will commandeer attention with a lineup of leader speeches starting Tuesday.",[Follow our live coverage of the UN General Assembly].,"The United Nations General Assembly session, the world’s biggest diplomatic convocation, will commandeer attention with a lineup of leader speeches starting Tuesday.",World,NA,Foreign,By Rick Gladstone,"Climate, Covid and Biden’s Challenged Credibility Underline U.N.’s Big Week","Big Week for U.N., With Climate, Covid and Biden’s Credibility Issues in Backdrop",NA,News,https://www.nytimes.com/2021/09/20/world/united-nations-general-assembly-explainer.html,,
6/29/2021,Here’s what you need to know at the end of the day.,(Want to get this newsletter in your inbox? Here’s the sign-up.) ,Here’s what you need to know at the end of the day.,Briefing,NA,NYTNow,By Remy Tumin,"Miami, Delta Variant, Serena Williams: Your Tuesday Evening Briefing",NA,NA,briefing,https://www.nytimes.com/2021/06/29/briefing/miami-delta-variant-serena-williams.html,,
8/13/2021,To achieve a more “just and livable” future.,"Welcome to Friday. In the weird time-warp that is this seemingly indefinite pandemic, we’re 1) as shocked as everyone it’s already mid-August and 2) sending our well-wishes to anyone with kids going back to school. If you have Covid-related questions about their return, record them in a voice memo and send them to us. We’ll answer them in an upcoming episode.",To achieve a more “just and livable” future.,Podcasts,NA,Podcasts,By Lauren Jackson,Our Window of Climate Opportunity,NA,The Daily Newsletter,News,https://www.nytimes.com/2021/08/13/podcasts/climate-change-solutions-ipcc.html,,
9/25/2021,Biden can definitely float his way back up. Clawing his way up might be a different story. ,"This was a good week for anyone enthused about relitigating the 2020 election. First there was new evidence, reported in a new book about the Biden family from the Politico writer Ben Schreckinger and in an Insider story on an abortive Libya-related influence operation, suggesting the famous Hunter Biden emails were real and indicating how much Hunter’s influence-peddling depended on proximity to his father. The Twitter and Facebook decisions to censor The New York Post’s election-season version of the Hunter Biden story looked partisan and illiberal at the time; now they look worse.",Biden can definitely float his way back up. Clawing his way up might be a different story. ,Opinion,NA,OpEd,By Ross Douthat,Can Joe Biden Recover?,Can Biden Recover?,Ross Douthat,Op-Ed,https://www.nytimes.com/2021/09/25/opinion/joe-biden-democrats-trump.html,,
6/2/2021,Our roundup of the news stories and features about young people that have recently appeared across sections of NYTimes.com.,"Here is the May edition of Teenagers in The Times, a roundup of the news and feature stories about young people that have recently appeared across sections of NYTimes.com. We publish a new edition on the first Thursday of each month during the school year.",Our roundup of the news stories and features about young people that have recently appeared across sections of NYTimes.com.,The Learning Network,NA,Learning,By The Learning Network,Teenagers in The Times: May 2021,NA,NA,News,https://www.nytimes.com/2021/06/02/learning/teenagers-in-the-times-may-2021.html,,
7/31/2021,"Weaker than he wants, but strong enough to win the nomination once again.",This was a week of setbacks for Donald Trump in his attempt to maintain a firm hold on the Republican Party till 2024 and beyond.,"Weaker than he wants, but strong enough to win the nomination once again.",Opinion,Sunday Review,OpEd,By Ross Douthat,How Strong Is Trump’s Grip on the G.O.P.?,Assessing Trump’s Grip on the G.O.P.,Ross Douthat,Op-Ed,https://www.nytimes.com/2021/07/31/opinion/sunday/donald-trump-2024.html,,
9/10/2021,The call was only the second time the leaders had spoken since President Biden’s inauguration. The lack of communication was a measure of the rising tensions between the two countries.,"WASHINGTON — In their first conversation in seven months, President Biden spoke on Thursday with President Xi Jinping of China, expressing concern over China’s cyberactivities while arguing that the leaders of the world’s two largest economies could set aside their differences to work together on climate change.",The call was only the second time the leaders had spoken since President Biden’s inauguration. The lack of communication was a measure of the rising tensions between the two countries.,U.S.,Politics,Washington,By Zolan Kanno-Youngs and David E. Sanger,Biden Speaks With Xi Amid Low Point in U.S.-China Relations,NA,NA,News,https://www.nytimes.com/2021/09/10/us/politics/biden-xi-china.html,,
9/14/2021,"In a sign of his concerns, the nation’s highest-ranking military officer also gathered commanders to remind them of the safeguards in the nuclear launch procedures.","WASHINGTON — The chairman of the Joint Chiefs of Staff twice called his Chinese counterpart in the final months of the Trump administration to reassure him that Donald J. Trump had no plans to attack China in an effort to remain in power and that the United States was not collapsing, according to “Peril,” a new book by the Washington Post reporters Bob Woodward and Robert Costa.","In a sign of his concerns, the nation’s highest-ranking military officer also gathered commanders to remind them of the safeguards in the nuclear launch procedures.",U.S.,Politics,Washington,By Michael S. Schmidt,"Fears That Trump Might Launch a Strike Prompted General to Reassure China, Book Says",New Book Details Fears Trump Would Start War,NA,News,https://www.nytimes.com/2021/09/14/us/politics/peril-woodward-book-trump.html,,
8/28/2021,"Britain is reporting more than 30,000 new coronavirus cases a day, but the public seems to have moved on. Experts say this could be a glimpse into the future for other countries.","LONDON — Nearly 60,000 soccer fans packed London’s Emirates Stadium last Sunday to watch Chelsea outplay Arsenal. Andrew Lloyd Webber’s musical “Cinderella” made its glittering debut in the West End after multiple Covid-related delays. On the subway, where masks are still mandatory, half of the riders go barefaced.","Britain is reporting more than 30,000 new coronavirus cases a day, but the public seems to have moved on. Experts say this could be a glimpse into the future for other countries.",World,Europe,Foreign,By Mark Landler and Stephen Castle,"Britons, Unfazed by High Covid Rates, Weigh Their ‘Price of Freedom’","Britons, Unfazed by High Infection Rates, Weigh Their ‘Price of Freedom’",NA,News,https://www.nytimes.com/2021/08/28/world/europe/coronavirus-britain-uk.html,,
9/11/2021,"Twenty years after the worst attack on American soil, the loss of nearly 3,000 people was remembered in events across the country.",The loved ones gathered again in Lower Manhattan for moments of silence and the peals of the bells. They paid tribute to those they lost 20 years earlier and listened as Bruce Springsteen sang about memory and loss.,"Twenty years after the worst attack on American soil, the loss of nearly 3,000 people was remembered in events across the country.",New York,NA,Metro,By Michael Gold and Katie Rogers,"At 9/11 Ceremonies, Moments of Silence, Tributes and Tears","At 9/11 Ceremonies, Remembering the Day We Will Never Forget",NA,News,https://www.nytimes.com/2021/09/11/nyregion/9-11-anniversary-ceremonies.html,,
6/21/2021,We have a primer for tomorrow’s mayoral primaries.,"New York City voters will head to the polls tomorrow to pick the Democratic and Republican candidates for mayor. The Democratic contest is, essentially, the mayoral election — in a deep blue city like New York, the Democrat will probably win in November.",We have a primer for tomorrow’s mayoral primaries.,Briefing,NA,NYTNow,By Remy Tumin,The Future of New York City,NA,The Morning Newsletter,briefing,https://www.nytimes.com/2021/06/21/briefing/new-york-city-mayoral-primary-ranked-choice.html,,
8/25/2021,"As his poll numbers slide, the president and his aides have mounted an aggressive pitch in Congress and around the country for his spending plans on infrastructure and more.","WASHINGTON — President Biden, his aides and his allies in Congress face a September sprint to secure a legislative victory that could define his early presidency.","As his poll numbers slide, the president and his aides have mounted an aggressive pitch in Congress and around the country for his spending plans on infrastructure and more.",Business Day,Economy,Washington,By Jim Tankersley and Emily Cochrane,"Biden, Needing a Win, Enters a Sprint for His Economic Agenda",Biden in Sprint To Lift Economy  And Presidency,news analysis,News Analysis,https://www.nytimes.com/2021/08/25/business/economy/biden-infrastructure-bill.html,,
7/29/2021,England and Scotland will ease border controls.,Fully vaccinated travelers from the U.S. and most of the E.U. will be allowed to enter England and Scotland without quarantining starting Monday.,England and Scotland will ease border controls.,Briefing,NA,NYTNow,By Melina Delkic,Your Thursday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/07/29/briefing/england-scotland-border-olympics-wins.html,,
9/7/2021,The field of would-be Republican candidates remains frozen while the former president decides his next moves.,Sign up here to get On Politics in your inbox on Tuesdays and Thursdays.,The field of would-be Republican candidates remains frozen while the former president decides his next moves.,U.S.,Politics,Politics,By Reid J. Epstein,When Will Trump Answer the Big 2024 Question?,NA,On Politics,News,https://www.nytimes.com/2021/09/07/us/politics/will-trump-run-2024.html,,
